order_id,order_date,promised_dispatch_date,actual_dispatch_date,lines_ordered,lines_shipped
SO-014168,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014169,2025-12-12,2025-12-12,2025-12-12,10,10
SO-014170,2025-12-12,2025-12-12,2025-12-13,5,5
SO-014171,2025-12-12,2025-12-12,2025-12-12,12,12
SO-014172,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014173,2025-12-12,2025-12-12,2025-12-12,12,12
SO-014174,2025-12-12,2025-12-12,2025-12-12,13,13
SO-014175,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014176,2025-12-12,2025-12-12,2025-12-12,6,5
SO-014177,2025-12-12,2025-12-12,2025-12-12,16,16
SO-014178,2025-12-12,2025-12-12,2025-12-12,18,18
SO-014179,2025-12-12,2025-12-12,2025-12-12,13,13
SO-014180,2025-12-12,2025-12-12,2025-12-12,11,11
SO-014181,2025-12-12,2025-12-12,2025-12-12,10,10
SO-014182,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014183,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014184,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014185,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014186,2025-12-12,2025-12-12,2025-12-13,5,5
SO-014187,2025-12-12,2025-12-12,2025-12-13,10,10
SO-014188,2025-12-12,2025-12-12,2025-12-12,15,15
SO-014189,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014190,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014191,2025-12-12,2025-12-12,2025-12-13,10,10
SO-014192,2025-12-12,2025-12-12,2025-12-12,12,12
SO-014193,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014194,2025-12-12,2025-12-12,2025-12-13,7,7
SO-014195,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014196,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014197,2025-12-12,2025-12-12,2025-12-13,4,4
SO-014198,2025-12-12,2025-12-12,2025-12-12,20,20
SO-014199,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014200,2025-12-12,2025-12-12,2025-12-13,20,20
SO-014201,2025-12-12,2025-12-12,2025-12-12,3,2
SO-014202,2025-12-12,2025-12-12,2025-12-12,12,12
SO-014203,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014204,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014205,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014206,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014207,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014208,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014209,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014210,2025-12-12,2025-12-12,2025-12-12,19,19
SO-014211,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014212,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014213,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014214,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014215,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014216,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014217,2025-12-12,2025-12-12,2025-12-12,1,1
SO-014218,2025-12-12,2025-12-12,2025-12-12,1,1
SO-014219,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014220,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014221,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014222,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014223,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014224,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014225,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014226,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014227,2025-12-12,2025-12-12,2025-12-12,6,6
SO-014228,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014229,2025-12-12,2025-12-12,2025-12-12,10,10
SO-014230,2025-12-12,2025-12-12,2025-12-13,14,14
SO-014231,2025-12-12,2025-12-12,2025-12-12,1,1
SO-014232,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014233,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014234,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014235,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014236,2025-12-12,2025-12-12,2025-12-12,11,11
SO-014237,2025-12-12,2025-12-12,2025-12-12,13,13
SO-014238,2025-12-12,2025-12-12,2025-12-12,8,8
SO-014239,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014240,2025-12-12,2025-12-12,2025-12-13,12,12
SO-014241,2025-12-12,2025-12-12,2025-12-13,3,3
SO-014242,2025-12-12,2025-12-12,2025-12-12,8,7
SO-014243,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014244,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014245,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014246,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014247,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014248,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014249,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014250,2025-12-12,2025-12-12,2025-12-12,15,15
SO-014251,2025-12-12,2025-12-12,2025-12-12,11,11
SO-014252,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014253,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014254,2025-12-12,2025-12-12,2025-12-12,53,53
SO-014255,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014256,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014257,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014258,2025-12-12,2025-12-12,2025-12-13,27,27
SO-014259,2025-12-12,2025-12-12,2025-12-12,3,3
SO-014260,2025-12-12,2025-12-12,2025-12-12,10,10
SO-014261,2025-12-12,2025-12-12,2025-12-12,7,6
SO-014262,2025-12-12,2025-12-12,2025-12-12,37,37
SO-014263,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014264,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014265,2025-12-12,2025-12-12,2025-12-13,2,2
SO-014266,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014267,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014268,2025-12-12,2025-12-12,2025-12-12,2,2
SO-014269,2025-12-12,2025-12-12,2025-12-13,10,10
SO-014270,2025-12-12,2025-12-12,2025-12-12,16,13
SO-014271,2025-12-12,2025-12-12,2025-12-12,1,1
SO-014272,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014273,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014274,2025-12-12,2025-12-12,2025-12-12,12,12
SO-014275,2025-12-12,2025-12-12,2025-12-12,21,21
SO-014276,2025-12-12,2025-12-12,2025-12-12,7,7
SO-014277,2025-12-12,2025-12-12,2025-12-12,9,9
SO-014278,2025-12-12,2025-12-12,2025-12-12,4,4
SO-014279,2025-12-12,2025-12-12,2025-12-12,5,5
SO-014280,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014281,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014282,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014283,2025-12-13,2025-12-13,2025-12-13,12,12
SO-014284,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014285,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014286,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014287,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014288,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014289,2025-12-13,2025-12-13,2025-12-13,21,21
SO-014290,2025-12-13,2025-12-13,2025-12-13,29,29
SO-014291,2025-12-13,2025-12-13,2025-12-13,20,20
SO-014292,2025-12-13,2025-12-13,2025-12-13,1,1
SO-014293,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014294,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014295,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014296,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014297,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014298,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014299,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014300,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014301,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014302,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014303,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014304,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014305,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014306,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014307,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014308,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014309,2025-12-13,2025-12-13,2025-12-13,12,12
SO-014310,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014311,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014312,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014313,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014314,2025-12-13,2025-12-13,2025-12-13,26,26
SO-014315,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014316,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014317,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014318,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014319,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014320,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014321,2025-12-13,2025-12-13,2025-12-13,1,1
SO-014322,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014323,2025-12-13,2025-12-13,2025-12-13,23,23
SO-014324,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014325,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014326,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014327,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014328,2025-12-13,2025-12-13,2025-12-13,16,16
SO-014329,2025-12-13,2025-12-13,2025-12-13,18,18
SO-014330,2025-12-13,2025-12-13,2025-12-13,12,12
SO-014331,2025-12-13,2025-12-13,2025-12-14,8,8
SO-014332,2025-12-13,2025-12-13,2025-12-14,8,8
SO-014333,2025-12-13,2025-12-13,2025-12-13,14,14
SO-014334,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014335,2025-12-13,2025-12-13,2025-12-13,42,42
SO-014336,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014337,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014338,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014339,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014340,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014341,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014342,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014343,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014344,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014345,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014346,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014347,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014348,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014349,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014350,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014351,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014352,2025-12-13,2025-12-13,2025-12-13,25,25
SO-014353,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014354,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014355,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014356,2025-12-13,2025-12-13,2025-12-13,17,15
SO-014357,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014358,2025-12-13,2025-12-13,2025-12-13,13,13
SO-014359,2025-12-13,2025-12-13,2025-12-14,17,17
SO-014360,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014361,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014362,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014363,2025-12-13,2025-12-13,2025-12-13,10,9
SO-014364,2025-12-13,2025-12-13,2025-12-13,27,27
SO-014365,2025-12-13,2025-12-13,2025-12-13,1,1
SO-014366,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014367,2025-12-13,2025-12-13,2025-12-13,12,11
SO-014368,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014369,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014370,2025-12-13,2025-12-13,2025-12-13,12,12
SO-014371,2025-12-13,2025-12-13,2025-12-13,51,51
SO-014372,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014373,2025-12-13,2025-12-13,2025-12-13,12,12
SO-014374,2025-12-13,2025-12-13,2025-12-14,1,1
SO-014375,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014376,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014377,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014378,2025-12-13,2025-12-13,2025-12-13,11,11
SO-014379,2025-12-13,2025-12-13,2025-12-14,16,16
SO-014380,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014381,2025-12-13,2025-12-13,2025-12-13,30,30
SO-014382,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014383,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014384,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014385,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014386,2025-12-13,2025-12-13,2025-12-13,3,2
SO-014387,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014388,2025-12-13,2025-12-13,2025-12-13,15,15
SO-014389,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014390,2025-12-13,2025-12-13,2025-12-14,5,5
SO-014391,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014392,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014393,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014394,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014395,2025-12-13,2025-12-13,2025-12-13,32,32
SO-014396,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014397,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014398,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014399,2025-12-13,2025-12-13,2025-12-13,9,9
SO-014400,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014401,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014402,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014403,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014404,2025-12-13,2025-12-13,2025-12-13,10,10
SO-014405,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014406,2025-12-13,2025-12-13,2025-12-13,1,1
SO-014407,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014408,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014409,2025-12-13,2025-12-13,2025-12-14,6,6
SO-014410,2025-12-13,2025-12-13,2025-12-13,1,1
SO-014411,2025-12-13,2025-12-13,2025-12-14,1,1
SO-014412,2025-12-13,2025-12-13,2025-12-13,20,20
SO-014413,2025-12-13,2025-12-13,2025-12-13,7,7
SO-014414,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014415,2025-12-13,2025-12-13,2025-12-13,23,23
SO-014416,2025-12-13,2025-12-13,2025-12-13,13,11
SO-014417,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014418,2025-12-13,2025-12-13,2025-12-13,6,6
SO-014419,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014420,2025-12-13,2025-12-13,2025-12-13,2,2
SO-014421,2025-12-13,2025-12-13,2025-12-13,5,5
SO-014422,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014423,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014424,2025-12-13,2025-12-13,2025-12-13,28,28
SO-014425,2025-12-13,2025-12-13,2025-12-13,8,8
SO-014426,2025-12-13,2025-12-13,2025-12-13,4,4
SO-014427,2025-12-13,2025-12-13,2025-12-13,3,3
SO-014428,2025-12-13,2025-12-13,2025-12-13,22,22
SO-014429,2025-12-15,2025-12-15,2025-12-15,21,21
SO-014430,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014431,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014432,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014433,2025-12-15,2025-12-15,2025-12-16,6,6
SO-014434,2025-12-15,2025-12-15,2025-12-15,2,1
SO-014435,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014436,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014437,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014438,2025-12-15,2025-12-15,2025-12-15,10,10
SO-014439,2025-12-15,2025-12-15,2025-12-15,10,10
SO-014440,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014441,2025-12-15,2025-12-15,2025-12-15,13,13
SO-014442,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014443,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014444,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014445,2025-12-15,2025-12-15,2025-12-15,42,42
SO-014446,2025-12-15,2025-12-15,2025-12-16,6,6
SO-014447,2025-12-15,2025-12-15,2025-12-15,26,26
SO-014448,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014449,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014450,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014451,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014452,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014453,2025-12-15,2025-12-15,2025-12-16,4,4
SO-014454,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014455,2025-12-15,2025-12-15,2025-12-16,8,8
SO-014456,2025-12-15,2025-12-15,2025-12-15,15,15
SO-014457,2025-12-15,2025-12-15,2025-12-16,3,3
SO-014458,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014459,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014460,2025-12-15,2025-12-15,2025-12-15,12,12
SO-014461,2025-12-15,2025-12-15,2025-12-16,9,9
SO-014462,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014463,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014464,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014465,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014466,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014467,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014468,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014469,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014470,2025-12-15,2025-12-15,2025-12-15,42,42
SO-014471,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014472,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014473,2025-12-15,2025-12-15,2025-12-16,1,1
SO-014474,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014475,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014476,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014477,2025-12-15,2025-12-15,2025-12-16,8,8
SO-014478,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014479,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014480,2025-12-15,2025-12-15,2025-12-16,12,12
SO-014481,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014482,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014483,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014484,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014485,2025-12-15,2025-12-15,2025-12-15,12,12
SO-014486,2025-12-15,2025-12-15,2025-12-16,36,36
SO-014487,2025-12-15,2025-12-15,2025-12-16,7,7
SO-014488,2025-12-15,2025-12-15,2025-12-15,15,15
SO-014489,2025-12-15,2025-12-15,2025-12-16,3,2
SO-014490,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014491,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014492,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014493,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014494,2025-12-15,2025-12-15,2025-12-15,22,22
SO-014495,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014496,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014497,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014498,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014499,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014500,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014501,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014502,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014503,2025-12-15,2025-12-15,2025-12-16,4,4
SO-014504,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014505,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014506,2025-12-15,2025-12-15,2025-12-16,11,11
SO-014507,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014508,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014509,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014510,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014511,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014512,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014513,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014514,2025-12-15,2025-12-15,2025-12-16,31,31
SO-014515,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014516,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014517,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014518,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014519,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014520,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014521,2025-12-15,2025-12-15,2025-12-15,10,10
SO-014522,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014523,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014524,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014525,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014526,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014527,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014528,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014529,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014530,2025-12-15,2025-12-15,2025-12-15,16,16
SO-014531,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014532,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014533,2025-12-15,2025-12-15,2025-12-16,6,6
SO-014534,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014535,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014536,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014537,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014538,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014539,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014540,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014541,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014542,2025-12-15,2025-12-15,2025-12-16,3,3
SO-014543,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014544,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014545,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014546,2025-12-15,2025-12-15,2025-12-15,14,14
SO-014547,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014548,2025-12-15,2025-12-15,2025-12-16,2,2
SO-014549,2025-12-15,2025-12-15,2025-12-16,12,12
SO-014550,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014551,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014552,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014553,2025-12-15,2025-12-15,2025-12-15,10,10
SO-014554,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014555,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014556,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014557,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014558,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014559,2025-12-15,2025-12-15,2025-12-16,5,5
SO-014560,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014561,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014562,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014563,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014564,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014565,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014566,2025-12-15,2025-12-15,2025-12-15,26,26
SO-014567,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014568,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014569,2025-12-15,2025-12-15,2025-12-15,23,23
SO-014570,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014571,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014572,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014573,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014574,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014575,2025-12-15,2025-12-15,2025-12-15,23,23
SO-014576,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014577,2025-12-15,2025-12-15,2025-12-16,10,10
SO-014578,2025-12-15,2025-12-15,2025-12-16,8,8
SO-014579,2025-12-15,2025-12-15,2025-12-15,17,17
SO-014580,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014581,2025-12-15,2025-12-15,2025-12-15,6,6
SO-014582,2025-12-15,2025-12-15,2025-12-15,4,4
SO-014583,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014584,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014585,2025-12-15,2025-12-15,2025-12-15,9,9
SO-014586,2025-12-15,2025-12-15,2025-12-15,7,7
SO-014587,2025-12-15,2025-12-15,2025-12-15,2,2
SO-014588,2025-12-15,2025-12-15,2025-12-16,3,3
SO-014589,2025-12-15,2025-12-15,2025-12-15,3,3
SO-014590,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014591,2025-12-15,2025-12-15,2025-12-15,8,8
SO-014592,2025-12-15,2025-12-15,2025-12-15,5,5
SO-014593,2025-12-15,2025-12-15,2025-12-16,9,9
SO-014594,2025-12-15,2025-12-15,2025-12-15,11,11
SO-014595,2025-12-16,2025-12-16,2025-12-16,5,5
SO-014596,2025-12-16,2025-12-16,2025-12-16,7,7
SO-014597,2025-12-16,2025-12-16,2025-12-16,2,2
SO-014598,2025-12-16,2025-12-16,2025-12-16,14,14
SO-014599,2025-12-16,2025-12-16,2025-12-16,3,3
SO-014600,2025-12-16,2025-12-16,2025-12-16,4,4
SO-014601,2025-12-16,2025-12-16,2025-12-16,2,2
SO-014602,2025-12-16,2025-12-16,2025-12-16,2,2
SO-014603,2025-12-16,2025-12-16,2025-12-17,7,7
SO-014604,2025-12-16,2025-12-16,2025-12-17,16,16
SO-014605,2025-12-16,2025-12-16,2025-12-16,3,3
SO-014606,2025-12-16,2025-12-16,2025-12-16,5,5
SO-014607,2025-12-16,2025-12-16,2025-12-16,19,19
SO-014608,2025-12-16,2025-12-16,2025-12-16,6,6
SO-014609,2025-12-16,2025-12-16,2025-12-16,2,2
SO-014610,2025-12-16,2025-12-16,2025-12-16,10,10
SO-014611,2025-12-16,2025-12-16,2025-12-16,15,15
SO-014612,2025-12-16,2025-12-16,2025-12-16,15,15
SO-014613,2025-12-16,2025-12-16,2025-12-16,4,4
SO-014614,2025-12-16,2025-12-16,2025-12-16,6,6
SO-014615,2025-12-16,2025-12-16,2025-12-16,9,9
SO-014616,2025-12-16,2025-12-16,2025-12-16,13,13
SO-014617,2025-12-16,2025-12-16,2025-12-16,3,3
