session_date,operative_id,zone,hours_worked,lines_picked,units_picked,mispicks
2026-02-07,OP-018,Bulk,7.29,322,673,0
2026-02-07,OP-019,Chilled Pick,1.54,94,294,0
2026-02-07,OP-019,Returns,6.01,188,581,2
2026-02-07,OP-020,Ambient Pick,7.84,546,1666,3
2026-02-07,OP-021,Chilled Pick,7.67,518,1609,1
2026-02-07,OP-024,Chilled Pick,7.97,490,1048,5
2026-02-07,OP-025,Chilled Pick,6.92,454,1050,2
2026-02-07,OP-026,Ambient Pick,7.07,599,1724,1
2026-02-07,OP-027,Ambient Pick,8.41,554,1394,1
2026-02-07,OP-028,Chilled Pick,3.94,246,568,2
2026-02-07,OP-028,Ambient Pick,3.82,288,968,1
2026-02-07,OP-029,Ambient Pick,7.75,582,1505,4
2026-02-07,OP-030,Chilled Pick,7.34,287,622,8
2026-02-07,OP-031,Ambient Pick,2.01,126,330,0
2026-02-07,OP-031,Chilled Pick,5.42,289,825,0
2026-02-07,OP-032,Chilled Pick,6.84,531,1161,4
2026-02-07,OP-033,Ambient Pick,2.26,177,311,2
2026-02-07,OP-033,Chilled Pick,6.04,432,1376,2
2026-02-07,OP-034,Chilled Pick,4.84,293,474,1
2026-02-07,OP-034,Bulk,2.71,129,295,0
2026-02-07,OP-035,Chilled Pick,7.82,490,1122,4
2026-02-07,OP-036,Ambient Pick,7.17,763,1577,7
2026-02-07,OP-037,Bulk,8.03,370,805,1
2026-02-07,OP-038,Bulk,7.34,255,847,0
2026-02-07,OP-040,Bulk,7.83,415,790,6
2026-02-07,OP-042,Returns,7.74,290,793,2
2026-02-07,OP-044,Bulk,6.99,204,498,1
2026-02-07,OP-046,Ambient Pick,7.61,553,1569,2
2026-02-07,OP-048,Bulk,7.47,279,623,3
2026-02-09,OP-001,Ambient Pick,7.33,580,1421,1
2026-02-09,OP-002,Ambient Pick,6.9,670,2225,2
2026-02-09,OP-003,Ambient Pick,7.21,700,1383,9
2026-02-09,OP-004,Ambient Pick,6.05,503,1009,0
2026-02-09,OP-005,Bulk,8.31,429,1148,2
2026-02-09,OP-007,Ambient Pick,7.27,603,1598,2
2026-02-09,OP-008,Bulk,3.47,100,211,0
2026-02-09,OP-008,Ambient Pick,5.01,278,611,1
2026-02-09,OP-010,Chilled Pick,8.65,676,1968,8
2026-02-09,OP-012,Ambient Pick,7.64,829,1809,5
2026-02-09,OP-013,Chilled Pick,7.24,493,832,1
2026-02-09,OP-014,Chilled Pick,7.66,575,1586,3
2026-02-09,OP-015,Chilled Pick,8.37,469,1253,2
2026-02-09,OP-017,Ambient Pick,7.78,696,1393,5
2026-02-09,OP-018,Returns,3.58,171,404,0
2026-02-09,OP-018,Bulk,4.72,293,476,3
2026-02-09,OP-021,Bulk,7.74,449,875,2
2026-02-09,OP-022,Ambient Pick,5.0,455,1062,5
2026-02-09,OP-022,Bulk,2.26,91,154,0
2026-02-09,OP-023,Returns,8.04,372,1034,4
2026-02-09,OP-024,Ambient Pick,8.75,680,2103,3
2026-02-09,OP-026,Ambient Pick,6.54,602,1552,3
2026-02-09,OP-027,Ambient Pick,7.04,686,1945,1
2026-02-09,OP-028,Ambient Pick,7.38,602,1139,1
2026-02-09,OP-029,Chilled Pick,8.67,653,1178,4
2026-02-09,OP-030,Ambient Pick,8.24,534,1291,2
2026-02-09,OP-031,Chilled Pick,7.8,520,1581,4
2026-02-09,OP-032,Ambient Pick,6.69,725,2112,4
2026-02-09,OP-033,Chilled Pick,8.0,624,1901,2
2026-02-09,OP-034,Returns,8.34,362,632,4
2026-02-09,OP-035,Ambient Pick,6.32,548,1664,3
2026-02-09,OP-035,Chilled Pick,1.06,74,228,0
2026-02-09,OP-036,Ambient Pick,2.92,358,672,1
2026-02-09,OP-036,Returns,5.12,255,834,2
2026-02-09,OP-037,Ambient Pick,6.5,596,1983,3
2026-02-09,OP-037,Bulk,1.32,66,112,0
2026-02-09,OP-038,Ambient Pick,8.09,583,1115,4
2026-02-09,OP-040,Bulk,6.53,456,1507,2
2026-02-09,OP-040,Ambient Pick,0.8,89,197,0
2026-02-09,OP-041,Returns,7.6,214,428,0
2026-02-09,OP-042,Bulk,7.63,389,1000,3
2026-02-09,OP-044,Returns,7.77,187,542,2
2026-02-09,OP-046,Ambient Pick,7.22,651,1092,6
2026-02-09,OP-048,Ambient Pick,5.28,484,994,6
2026-02-09,OP-048,Bulk,2.94,146,331,4
2026-02-10,OP-001,Bulk,8.03,335,1122,1
2026-02-10,OP-002,Returns,6.21,244,393,0
2026-02-10,OP-002,Chilled Pick,1.2,66,172,0
2026-02-10,OP-003,Bulk,7.4,302,908,0
2026-02-10,OP-005,Returns,8.33,323,1090,0
2026-02-10,OP-007,Ambient Pick,7.46,655,1964,2
2026-02-10,OP-009,Bulk,5.61,199,417,0
2026-02-10,OP-009,Ambient Pick,2.56,172,467,0
2026-02-10,OP-010,Ambient Pick,7.9,586,1964,1
2026-02-10,OP-012,Ambient Pick,3.43,263,748,2
2026-02-10,OP-012,Returns,3.79,154,322,1
2026-02-10,OP-013,Ambient Pick,6.8,523,1330,3
2026-02-10,OP-014,Ambient Pick,1.37,114,378,1
2026-02-10,OP-014,Chilled Pick,6.17,328,636,1
2026-02-10,OP-015,Ambient Pick,7.62,411,754,1
2026-02-10,OP-017,Returns,6.8,230,375,2
2026-02-10,OP-018,Chilled Pick,7.84,499,1475,2
2026-02-10,OP-019,Chilled Pick,0.67,44,132,0
2026-02-10,OP-019,Bulk,7.63,304,519,0
2026-02-10,OP-020,Ambient Pick,7.4,599,1210,1
2026-02-10,OP-021,Chilled Pick,7.03,452,954,2
2026-02-10,OP-022,Ambient Pick,7.56,496,1110,3
2026-02-10,OP-023,Chilled Pick,7.91,564,1334,5
2026-02-10,OP-024,Bulk,7.67,265,872,1
2026-02-10,OP-025,Chilled Pick,6.97,438,822,1
2026-02-10,OP-026,Chilled Pick,7.62,486,817,1
2026-02-10,OP-027,Chilled Pick,2.17,139,469,2
2026-02-10,OP-027,Bulk,5.33,229,665,0
2026-02-10,OP-028,Bulk,9.14,360,1042,0
2026-02-10,OP-029,Ambient Pick,8.04,555,1837,2
2026-02-10,OP-030,Ambient Pick,7.58,368,771,4
2026-02-10,OP-031,Bulk,5.86,265,651,1
2026-02-10,OP-031,Chilled Pick,2.19,136,220,1
2026-02-10,OP-032,Chilled Pick,3.49,271,883,2
2026-02-10,OP-032,Ambient Pick,3.21,247,628,0
2026-02-10,OP-033,Ambient Pick,7.63,690,1441,1
2026-02-10,OP-034,Ambient Pick,2.82,221,484,2
2026-02-10,OP-034,Chilled Pick,5.41,299,705,1
2026-02-10,OP-035,Ambient Pick,7.77,533,1180,3
2026-02-10,OP-036,Ambient Pick,8.35,813,2664,4
2026-02-10,OP-037,Returns,1.92,68,170,3
2026-02-10,OP-037,Bulk,7.17,328,879,2
2026-02-10,OP-038,Bulk,7.55,250,701,1
2026-02-10,OP-040,Bulk,7.54,457,1220,4
2026-02-10,OP-042,Returns,4.14,148,338,2
2026-02-10,OP-042,Ambient Pick,4.33,405,1340,2
2026-02-10,OP-044,Bulk,6.53,190,349,2
2026-02-10,OP-046,Ambient Pick,7.25,535,1367,3
2026-02-10,OP-048,Bulk,7.78,336,1117,0
2026-02-11,OP-002,Bulk,7.17,331,880,1
2026-02-11,OP-003,Bulk,7.66,324,748,1
2026-02-11,OP-004,Bulk,7.39,321,614,0
2026-02-11,OP-007,Ambient Pick,6.97,589,1120,4
2026-02-11,OP-008,Chilled Pick,7.75,265,770,3
2026-02-11,OP-010,Ambient Pick,6.88,570,1152,2
2026-02-11,OP-012,Ambient Pick,7.11,659,2176,1
2026-02-11,OP-014,Ambient Pick,7.37,542,1004,0
2026-02-11,OP-015,Ambient Pick,7.57,442,1099,0
2026-02-11,OP-017,Ambient Pick,4.55,361,615,2
2026-02-11,OP-017,Bulk,2.82,127,270,0
2026-02-11,OP-019,Returns,7.4,228,602,2
2026-02-11,OP-020,Bulk,8.23,340,757,0
2026-02-11,OP-021,Ambient Pick,6.51,548,952,1
2026-02-11,OP-021,Chilled Pick,0.78,50,153,0
2026-02-11,OP-023,Ambient Pick,8.0,621,1459,4
2026-02-11,OP-026,Bulk,7.68,419,1021,1
2026-02-11,OP-027,Chilled Pick,8.15,496,869,0
2026-02-11,OP-028,Chilled Pick,8.41,511,970,2
2026-02-11,OP-029,Ambient Pick,7.12,471,1539,1
2026-02-11,OP-030,Ambient Pick,3.66,181,582,3
2026-02-11,OP-030,Bulk,3.17,100,283,1
2026-02-11,OP-031,Ambient Pick,7.61,523,1023,6
2026-02-11,OP-032,Chilled Pick,6.92,511,987,3
2026-02-11,OP-033,Ambient Pick,7.51,608,1393,3
2026-02-11,OP-036,Chilled Pick,6.73,457,918,2
2026-02-11,OP-037,Ambient Pick,8.07,632,1374,1
2026-02-11,OP-038,Ambient Pick,7.89,524,1143,5
2026-02-11,OP-040,Returns,8.29,359,1190,9
2026-02-11,OP-042,Chilled Pick,7.09,436,1270,6
2026-02-11,OP-044,Returns,3.12,66,153,0
2026-02-11,OP-044,Bulk,3.31,105,248,0
2026-02-11,OP-046,Ambient Pick,7.62,526,1536,5
2026-02-11,OP-048,Ambient Pick,7.6,491,1530,3
2026-02-12,OP-001,Bulk,6.6,315,1003,2
2026-02-12,OP-002,Chilled Pick,2.52,164,446,2
2026-02-12,OP-002,Bulk,4.97,235,391,2
2026-02-12,OP-003,Ambient Pick,7.85,582,1445,3
2026-02-12,OP-004,Ambient Pick,8.23,572,1491,0
2026-02-12,OP-005,Returns,7.99,267,895,4
2026-02-12,OP-007,Ambient Pick,7.55,674,2271,3
2026-02-12,OP-009,Chilled Pick,8.08,384,810,0
2026-02-12,OP-010,Ambient Pick,6.64,517,1543,2
2026-02-12,OP-013,Chilled Pick,7.76,530,1055,3
2026-02-12,OP-014,Chilled Pick,7.58,388,719,1
2026-02-12,OP-015,Ambient Pick,7.62,461,953,1
2026-02-12,OP-017,Ambient Pick,5.74,470,1038,3
2026-02-12,OP-017,Bulk,1.28,55,103,0
2026-02-12,OP-018,Bulk,6.28,277,836,0
2026-02-12,OP-018,Returns,1.46,53,139,0
2026-02-12,OP-019,Bulk,7.7,310,952,0
2026-02-12,OP-020,Ambient Pick,7.45,505,1223,5
2026-02-12,OP-022,Chilled Pick,6.53,287,578,3
2026-02-12,OP-022,Bulk,0.52,17,56,0
2026-02-12,OP-025,Ambient Pick,6.95,561,1177,4
2026-02-12,OP-026,Ambient Pick,8.19,655,1239,2
2026-02-12,OP-027,Bulk,7.98,341,989,1
2026-02-12,OP-028,Ambient Pick,7.11,521,1485,2
2026-02-12,OP-030,Ambient Pick,8.03,455,770,6
2026-02-12,OP-031,Ambient Pick,7.72,506,1171,3
2026-02-12,OP-032,Ambient Pick,5.18,495,965,1
2026-02-12,OP-032,Bulk,3.15,169,362,1
2026-02-12,OP-034,Chilled Pick,8.17,501,1513,4
2026-02-12,OP-035,Ambient Pick,7.2,586,1824,3
2026-02-12,OP-037,Ambient Pick,6.42,521,1000,4
2026-02-12,OP-038,Chilled Pick,7.66,364,1156,3
2026-02-12,OP-040,Ambient Pick,8.13,807,1518,6
2026-02-12,OP-041,Ambient Pick,8.45,584,1037,3
2026-02-12,OP-042,Ambient Pick,7.3,525,1446,1
2026-02-12,OP-044,Chilled Pick,7.42,298,644,4
2026-02-12,OP-046,Bulk,8.98,320,1071,1
2026-02-12,OP-048,Bulk,7.88,287,900,1
2026-02-13,OP-001,Chilled Pick,8.2,473,1225,5
2026-02-13,OP-002,Ambient Pick,8.18,598,1488,2
2026-02-13,OP-003,Ambient Pick,6.66,513,1735,0
2026-02-13,OP-005,Bulk,8.04,335,874,0
2026-02-13,OP-007,Chilled Pick,6.85,501,1398,0
2026-02-13,OP-008,Chilled Pick,7.9,266,486,3
2026-02-13,OP-009,Ambient Pick,7.45,492,1102,1
2026-02-13,OP-012,Ambient Pick,7.01,594,1772,1
2026-02-13,OP-015,Ambient Pick,0.96,54,99,0
2026-02-13,OP-015,Chilled Pick,5.98,251,562,1
2026-02-13,OP-018,Returns,7.83,308,1011,0
2026-02-13,OP-019,Bulk,8.13,360,762,1
2026-02-13,OP-020,Bulk,8.57,392,1085,3
2026-02-13,OP-021,Bulk,7.74,353,571,1
2026-02-13,OP-022,Ambient Pick,8.58,567,1485,5
2026-02-13,OP-023,Chilled Pick,4.21,269,806,1
2026-02-13,OP-023,Bulk,2.58,124,202,0
2026-02-13,OP-024,Ambient Pick,7.96,489,782,4
2026-02-13,OP-025,Ambient Pick,5.69,484,839,1
2026-02-13,OP-025,Bulk,2.5,108,180,1
2026-02-13,OP-026,Returns,2.52,91,207,2
2026-02-13,OP-026,Chilled Pick,4.29,306,673,1
2026-02-13,OP-027,Chilled Pick,5.87,346,762,1
2026-02-13,OP-027,Ambient Pick,2.33,170,441,0
2026-02-13,OP-028,Chilled Pick,6.09,349,1141,2
2026-02-13,OP-028,Ambient Pick,0.77,54,147,3
2026-02-13,OP-029,Ambient Pick,7.4,527,1630,2
2026-02-13,OP-030,Bulk,7.81,253,700,1
2026-02-13,OP-031,Ambient Pick,8.88,718,1733,3
2026-02-13,OP-032,Bulk,7.76,364,962,0
2026-02-13,OP-034,Chilled Pick,6.01,300,795,1
2026-02-13,OP-034,Bulk,1.07,41,124,0
2026-02-13,OP-035,Ambient Pick,7.65,551,1187,0
2026-02-13,OP-036,Bulk,7.01,387,660,0
2026-02-13,OP-037,Chilled Pick,6.46,421,757,3
2026-02-13,OP-037,Ambient Pick,1.02,79,214,1
2026-02-13,OP-038,Ambient Pick,7.5,396,1186,2
2026-02-13,OP-040,Bulk,6.85,342,1124,3
2026-02-13,OP-041,Ambient Pick,7.4,491,841,1
2026-02-13,OP-042,Ambient Pick,5.74,427,753,4
2026-02-13,OP-042,Chilled Pick,1.43,76,135,0
2026-02-13,OP-044,Ambient Pick,8.18,427,897,1
2026-02-13,OP-046,Ambient Pick,7.95,484,1365,4
2026-02-13,OP-048,Bulk,8.35,331,859,0
2026-02-14,OP-001,Ambient Pick,8.45,651,1630,3
2026-02-14,OP-002,Ambient Pick,8.12,701,1503,0
2026-02-14,OP-003,Ambient Pick,8.73,661,1891,3
2026-02-14,OP-004,Ambient Pick,8.0,604,1769,1
2026-02-14,OP-005,Ambient Pick,7.25,540,1030,5
2026-02-14,OP-007,Bulk,7.94,386,981,1
2026-02-14,OP-008,Bulk,7.27,181,416,1
2026-02-14,OP-009,Bulk,7.77,287,658,0
2026-02-14,OP-010,Ambient Pick,1.47,111,359,1
2026-02-14,OP-010,Chilled Pick,5.55,324,987,0
2026-02-14,OP-012,Ambient Pick,8.01,711,2365,5
2026-02-14,OP-013,Ambient Pick,7.78,639,1631,2
2026-02-14,OP-014,Bulk,7.46,344,587,4
2026-02-14,OP-015,Chilled Pick,7.2,332,1051,0
2026-02-14,OP-017,Ambient Pick,7.31,674,1097,2
2026-02-14,OP-018,Ambient Pick,4.11,293,684,0
2026-02-14,OP-018,Chilled Pick,2.86,207,589,0
2026-02-14,OP-021,Chilled Pick,6.99,443,1387,1
2026-02-14,OP-022,Ambient Pick,7.93,527,1110,2
2026-02-14,OP-023,Ambient Pick,7.23,552,1825,0
2026-02-14,OP-025,Chilled Pick,8.24,606,1776,4
2026-02-14,OP-026,Bulk,1.55,78,169,0
2026-02-14,OP-026,Returns,5.87,235,494,1
2026-02-14,OP-027,Chilled Pick,8.17,458,1366,2
2026-02-14,OP-029,Ambient Pick,7.71,565,1259,2
2026-02-14,OP-030,Bulk,7.5,209,341,2
2026-02-14,OP-031,Chilled Pick,7.75,459,1171,6
2026-02-14,OP-032,Ambient Pick,6.71,562,930,2
2026-02-14,OP-033,Ambient Pick,8.46,698,1367,2
2026-02-14,OP-035,Ambient Pick,8.01,626,1712,2
2026-02-14,OP-036,Bulk,7.9,430,1175,2
2026-02-14,OP-037,Ambient Pick,4.9,364,932,0
2026-02-14,OP-037,Chilled Pick,3.51,213,665,1
2026-02-14,OP-038,Ambient Pick,1.07,64,140,0
2026-02-14,OP-038,Bulk,6.26,248,456,1
2026-02-14,OP-040,Returns,6.6,271,594,4
2026-02-14,OP-041,Ambient Pick,8.22,521,1467,3
2026-02-14,OP-042,Bulk,7.94,323,873,1
2026-02-14,OP-044,Bulk,8.1,228,558,0
2026-02-14,OP-046,Ambient Pick,6.15,445,1016,0
2026-02-14,OP-048,Ambient Pick,7.64,506,1455,6
2026-02-16,OP-001,Returns,8.9,360,913,1
2026-02-16,OP-002,Chilled Pick,5.95,408,1108,0
2026-02-16,OP-003,Ambient Pick,7.77,735,2296,5
2026-02-16,OP-004,Chilled Pick,7.94,591,1693,2
2026-02-16,OP-005,Chilled Pick,7.35,613,1306,4
2026-02-16,OP-005,Bulk,1.02,59,175,0
2026-02-16,OP-007,Ambient Pick,7.57,686,2154,3
2026-02-16,OP-009,Chilled Pick,8.77,556,1754,0
2026-02-16,OP-013,Returns,7.15,292,483,0
2026-02-16,OP-014,Ambient Pick,7.71,665,1264,1
2026-02-16,OP-015,Ambient Pick,6.61,432,1276,1
2026-02-16,OP-015,Chilled Pick,1.04,57,108,0
2026-02-16,OP-017,Ambient Pick,7.33,705,1168,5
2026-02-16,OP-019,Chilled Pick,7.88,487,1293,1
2026-02-16,OP-020,Chilled Pick,7.15,484,824,3
2026-02-16,OP-021,Ambient Pick,8.73,851,2446,1
2026-02-16,OP-023,Ambient Pick,6.84,571,1632,2
2026-02-16,OP-024,Chilled Pick,1.81,102,196,1
2026-02-16,OP-024,Returns,5.41,176,292,1
2026-02-16,OP-027,Chilled Pick,7.94,542,1383,5
2026-02-16,OP-028,Chilled Pick,7.6,517,1227,4
2026-02-16,OP-029,Ambient Pick,8.7,693,1296,5
2026-02-16,OP-030,Ambient Pick,7.76,470,1036,4
2026-02-16,OP-030,Bulk,0.75,26,66,0
2026-02-16,OP-031,Chilled Pick,7.87,444,1179,2
2026-02-16,OP-032,Returns,8.8,430,1288,4
2026-02-16,OP-033,Ambient Pick,7.78,827,2361,6
2026-02-16,OP-034,Ambient Pick,4.74,393,1025,4
2026-02-16,OP-034,Chilled Pick,2.72,188,572,0
2026-02-16,OP-035,Chilled Pick,9.1,646,1757,7
2026-02-16,OP-036,Chilled Pick,7.36,694,2180,7
2026-02-16,OP-037,Chilled Pick,7.11,503,1312,2
2026-02-16,OP-038,Bulk,3.79,173,379,0
2026-02-16,OP-038,Ambient Pick,4.29,294,758,5
2026-02-16,OP-040,Chilled Pick,7.42,648,1039,6
2026-02-16,OP-041,Ambient Pick,4.59,354,690,0
2026-02-16,OP-041,Returns,3.04,98,295,0
2026-02-16,OP-042,Returns,3.14,115,361,0
2026-02-16,OP-042,Bulk,5.27,317,769,3
2026-02-16,OP-044,Ambient Pick,7.99,490,848,1
2026-02-16,OP-046,Chilled Pick,7.22,483,973,4
2026-02-16,OP-047,Chilled Pick,7.62,295,927,5
2026-02-17,OP-001,Chilled Pick,7.73,480,892,0
2026-02-17,OP-002,Ambient Pick,6.9,441,1317,3
2026-02-17,OP-003,Ambient Pick,3.32,265,541,1
2026-02-17,OP-003,Bulk,4.58,201,523,1
2026-02-17,OP-004,Chilled Pick,6.86,388,958,2
2026-02-17,OP-005,Chilled Pick,7.1,506,1247,1
2026-02-17,OP-007,Chilled Pick,7.32,511,1107,4
2026-02-17,OP-008,Bulk,7.29,209,502,1
2026-02-17,OP-009,Ambient Pick,7.05,440,1125,0
2026-02-17,OP-010,Ambient Pick,7.73,663,1732,4
2026-02-17,OP-012,Ambient Pick,7.91,624,1318,2
2026-02-17,OP-013,Ambient Pick,7.24,512,1439,0
2026-02-17,OP-014,Ambient Pick,8.3,575,1094,1
2026-02-17,OP-015,Chilled Pick,7.75,353,743,2
2026-02-17,OP-017,Returns,2.29,80,180,1
2026-02-17,OP-017,Ambient Pick,4.49,365,640,0
2026-02-17,OP-018,Ambient Pick,7.56,616,1829,2
2026-02-17,OP-019,Returns,2.24,68,120,0
2026-02-17,OP-019,Chilled Pick,5.09,279,694,1
2026-02-17,OP-021,Chilled Pick,7.34,500,1585,2
2026-02-17,OP-022,Returns,8.49,251,785,2
2026-02-17,OP-023,Chilled Pick,7.29,449,1264,2
2026-02-17,OP-024,Ambient Pick,6.8,453,1532,1
2026-02-17,OP-025,Ambient Pick,4.73,357,951,2
2026-02-17,OP-025,Chilled Pick,2.95,196,395,1
2026-02-17,OP-028,Returns,7.08,219,485,1
2026-02-17,OP-029,Ambient Pick,7.23,468,1370,3
2026-02-17,OP-030,Chilled Pick,7.52,330,1069,2
2026-02-17,OP-032,Ambient Pick,7.45,688,1119,5
2026-02-17,OP-033,Ambient Pick,7.98,704,1724,7
2026-02-17,OP-034,Returns,7.09,263,689,2
2026-02-17,OP-035,Returns,6.98,220,731,2
2026-02-17,OP-036,Ambient Pick,7.49,679,1758,5
2026-02-17,OP-037,Chilled Pick,7.26,482,1346,4
2026-02-17,OP-038,Bulk,7.62,283,648,4
2026-02-17,OP-041,Ambient Pick,6.4,384,1038,2
2026-02-17,OP-042,Chilled Pick,8.52,594,1703,9
2026-02-17,OP-046,Ambient Pick,8.19,484,996,6
2026-02-17,OP-048,Ambient Pick,8.51,585,997,5
2026-02-18,OP-001,Ambient Pick,7.68,632,1038,2
2026-02-18,OP-002,Returns,6.98,262,667,1
2026-02-18,OP-003,Chilled Pick,8.27,501,1663,3
2026-02-18,OP-004,Ambient Pick,7.65,576,941,1
2026-02-18,OP-007,Chilled Pick,7.6,527,1065,1
2026-02-18,OP-008,Ambient Pick,2.76,132,216,0
2026-02-18,OP-008,Chilled Pick,4.33,158,521,0
2026-02-18,OP-009,Returns,5.04,154,330,0
2026-02-18,OP-009,Ambient Pick,2.22,140,261,0
2026-02-18,OP-010,Bulk,4.65,223,729,0
2026-02-18,OP-010,Ambient Pick,2.29,198,554,0
2026-02-18,OP-012,Chilled Pick,7.65,473,1205,1
2026-02-18,OP-013,Chilled Pick,7.71,406,697,0
2026-02-18,OP-015,Ambient Pick,8.03,382,907,1
2026-02-18,OP-018,Chilled Pick,0.83,55,143,0
2026-02-18,OP-018,Ambient Pick,6.44,514,1013,0
2026-02-18,OP-020,Bulk,2.75,129,334,0
2026-02-18,OP-020,Chilled Pick,5.31,322,665,1
2026-02-18,OP-021,Ambient Pick,2.3,194,317,1
2026-02-18,OP-021,Chilled Pick,5.83,343,702,1
2026-02-18,OP-022,Ambient Pick,6.83,494,826,2
2026-02-18,OP-023,Ambient Pick,7.46,592,1294,0
2026-02-18,OP-024,Chilled Pick,2.69,143,465,0
2026-02-18,OP-024,Bulk,5.14,218,569,0
2026-02-18,OP-026,Ambient Pick,8.3,721,1595,1
2026-02-18,OP-027,Ambient Pick,6.61,493,1273,1
2026-02-18,OP-028,Ambient Pick,7.36,537,1142,3
2026-02-18,OP-029,Bulk,7.57,330,589,1
2026-02-18,OP-030,Chilled Pick,8.41,328,825,0
2026-02-18,OP-031,Chilled Pick,7.51,438,866,1
2026-02-18,OP-032,Returns,7.48,315,804,0
2026-02-18,OP-033,Ambient Pick,2.57,215,612,0
2026-02-18,OP-033,Bulk,4.48,216,556,1
2026-02-18,OP-034,Ambient Pick,6.96,571,1932,2
2026-02-18,OP-035,Ambient Pick,6.84,510,1135,2
2026-02-18,OP-036,Ambient Pick,1.24,126,271,2
2026-02-18,OP-036,Bulk,5.29,277,483,0
2026-02-18,OP-038,Chilled Pick,6.23,298,743,3
2026-02-18,OP-038,Ambient Pick,1.61,95,317,0
2026-02-18,OP-040,Bulk,6.62,364,708,3
2026-02-18,OP-042,Chilled Pick,7.96,482,847,6
2026-02-18,OP-043,Ambient Pick,7.16,266,735,4
2026-02-18,OP-044,Bulk,5.84,149,395,0
2026-02-18,OP-044,Ambient Pick,1.61,79,249,0
2026-02-18,OP-046,Ambient Pick,5.08,350,827,3
2026-02-18,OP-046,Chilled Pick,3.12,183,520,2
2026-02-18,OP-047,Ambient Pick,7.72,325,685,4
2026-02-18,OP-048,Ambient Pick,6.59,481,1042,1
2026-02-19,OP-001,Bulk,7.44,319,609,2
2026-02-19,OP-002,Ambient Pick,5.8,409,1284,1
2026-02-19,OP-003,Chilled Pick,7.07,389,1002,0
2026-02-19,OP-004,Chilled Pick,8.01,467,1147,0
2026-02-19,OP-005,Bulk,6.88,357,624,0
2026-02-19,OP-005,Ambient Pick,0.69,58,150,0
2026-02-19,OP-008,Returns,0.66,13,28,0
2026-02-19,OP-008,Ambient Pick,5.48,296,686,4
2026-02-19,OP-010,Ambient Pick,7.55,607,2036,1
2026-02-19,OP-013,Bulk,6.43,264,513,0
2026-02-19,OP-014,Bulk,7.45,336,957,0
2026-02-19,OP-015,Bulk,7.54,242,501,2
2026-02-19,OP-017,Chilled Pick,6.49,403,1023,0
2026-02-19,OP-018,Chilled Pick,6.25,413,845,0
2026-02-19,OP-018,Ambient Pick,0.96,79,168,0
2026-02-19,OP-019,Bulk,6.98,292,592,0
2026-02-19,OP-020,Returns,7.71,262,546,0
2026-02-19,OP-023,Bulk,8.28,369,769,1
2026-02-19,OP-024,Ambient Pick,7.1,516,1363,2
2026-02-19,OP-025,Ambient Pick,7.87,642,1437,4
2026-02-19,OP-026,Ambient Pick,6.8,560,1369,3
2026-02-19,OP-027,Ambient Pick,4.8,314,1019,0
2026-02-19,OP-027,Bulk,3.57,144,425,1
2026-02-19,OP-029,Ambient Pick,7.05,577,1372,1
2026-02-19,OP-030,Ambient Pick,7.32,418,996,3
2026-02-19,OP-031,Bulk,7.91,313,988,2
2026-02-19,OP-032,Chilled Pick,1.45,95,230,1
2026-02-19,OP-032,Ambient Pick,5.9,574,1258,1
2026-02-19,OP-033,Ambient Pick,5.45,423,1151,2
2026-02-19,OP-033,Bulk,2.17,117,246,1
2026-02-19,OP-034,Chilled Pick,6.57,357,810,0
2026-02-19,OP-035,Ambient Pick,6.5,551,1760,1
2026-02-19,OP-040,Ambient Pick,6.49,636,2069,3
2026-02-19,OP-042,Ambient Pick,7.84,589,946,3
2026-02-19,OP-043,Chilled Pick,7.67,212,699,5
2026-02-19,OP-044,Ambient Pick,8.68,462,803,2
2026-02-19,OP-046,Bulk,5.43,199,665,0
2026-02-19,OP-046,Chilled Pick,1.58,80,233,0
2026-02-19,OP-047,Bulk,6.61,167,514,2
2026-02-19,OP-048,Chilled Pick,7.16,341,624,2
2026-02-20,OP-001,Ambient Pick,8.22,663,1827,4
2026-02-20,OP-002,Chilled Pick,3.94,267,823,2
2026-02-20,OP-002,Bulk,2.85,125,358,0
2026-02-20,OP-003,Ambient Pick,7.69,522,1626,1
2026-02-20,OP-004,Bulk,7.52,308,987,0
2026-02-20,OP-005,Bulk,6.9,322,738,0
2026-02-20,OP-008,Chilled Pick,7.14,266,526,4
2026-02-20,OP-009,Chilled Pick,7.46,381,739,4
2026-02-20,OP-012,Ambient Pick,8.09,660,1229,2
2026-02-20,OP-013,Ambient Pick,7.28,596,1569,2
2026-02-20,OP-014,Bulk,5.98,247,404,1
2026-02-20,OP-014,Chilled Pick,2.33,124,350,0
2026-02-20,OP-015,Ambient Pick,7.8,426,1234,1
2026-02-20,OP-019,Returns,9.22,305,783,0
2026-02-20,OP-020,Chilled Pick,7.34,469,882,0
2026-02-20,OP-021,Chilled Pick,7.6,564,1294,7
2026-02-20,OP-022,Ambient Pick,7.62,474,960,0
2026-02-20,OP-024,Ambient Pick,7.87,470,1157,2
2026-02-20,OP-025,Returns,7.28,267,742,0
2026-02-20,OP-027,Ambient Pick,7.67,554,1112,2
2026-02-20,OP-028,Bulk,8.32,306,649,0
2026-02-20,OP-029,Chilled Pick,8.25,511,1490,4
2026-02-20,OP-030,Bulk,7.36,241,594,2
2026-02-20,OP-030,Ambient Pick,1.01,56,163,0
2026-02-20,OP-031,Bulk,7.41,294,690,2
