po_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,expected_qty,received_qty,status
PO-002413,SUP-010,2025-06-16,2025-06-22,2025-06-21,342,342,Closed
PO-001848,SUP-007,2025-06-17,2025-06-30,2025-07-02,528,528,Closed
PO-002733,SUP-013,2025-06-17,2025-06-23,2025-06-23,827,827,Closed
PO-004278,SUP-037,2025-06-17,2025-06-20,2025-06-21,73,73,Closed
PO-003984,SUP-028,2025-06-17,2025-06-22,2025-06-21,563,563,Closed
PO-003370,SUP-019,2025-06-17,2025-07-01,2025-07-01,203,144,Closed
PO-001573,SUP-006,2025-06-17,2025-06-26,2025-06-26,261,261,Closed
PO-000193,SUP-001,2025-06-17,2025-06-19,2025-06-19,539,539,Closed
PO-001033,SUP-004,2025-06-18,2025-06-27,2025-06-26,269,269,Closed
PO-003786,SUP-023,2025-06-18,2025-06-21,2025-06-20,192,192,Closed
PO-003897,SUP-025,2025-06-18,2025-06-25,2025-06-25,122,122,Closed
PO-000204,SUP-001,2025-06-18,2025-06-20,2025-06-20,272,272,Closed
PO-004323,SUP-038,2025-06-18,2025-06-30,2025-06-30,312,312,Closed
PO-002635,SUP-012,2025-06-18,2025-06-25,2025-06-25,276,276,Closed
PO-002638,SUP-012,2025-06-18,2025-06-28,2025-06-28,214,214,Closed
PO-000549,SUP-002,2025-06-19,2025-06-25,2025-06-25,1054,1054,Closed
PO-001851,SUP-007,2025-06-19,2025-07-03,2025-07-03,113,113,Closed
PO-002831,SUP-014,2025-06-19,2025-06-26,2025-06-25,99,99,Closed
PO-003372,SUP-019,2025-06-19,2025-07-01,2025-07-01,181,181,Closed
PO-001854,SUP-007,2025-06-19,2025-07-01,2025-07-01,639,639,Closed
PO-001296,SUP-005,2025-06-19,2025-06-25,2025-06-25,345,345,Closed
PO-003371,SUP-019,2025-06-20,2025-07-01,2025-07-01,496,350,Closed
PO-003463,SUP-020,2025-06-20,2025-06-25,2025-06-25,1413,1413,Closed
PO-000543,SUP-002,2025-06-20,2025-06-26,2025-06-26,298,298,Closed
PO-000542,SUP-002,2025-06-20,2025-06-24,2025-06-24,457,457,Closed
PO-002636,SUP-012,2025-06-20,2025-06-30,2025-06-30,123,123,Closed
PO-000801,SUP-003,2025-06-20,2025-06-30,2025-06-30,639,639,Closed
PO-000206,SUP-001,2025-06-21,2025-06-25,2025-06-25,596,596,Closed
PO-003560,SUP-021,2025-06-21,2025-06-29,2025-06-30,161,161,Closed
PO-000803,SUP-003,2025-06-21,2025-06-30,2025-06-30,159,159,Closed
PO-000545,SUP-002,2025-06-21,2025-06-27,2025-06-27,115,115,Closed
PO-000805,SUP-003,2025-06-21,2025-06-30,2025-06-30,74,74,Closed
PO-001293,SUP-005,2025-06-21,2025-06-24,2025-06-24,190,190,Closed
PO-002522,SUP-011,2025-06-22,2025-06-27,2025-06-28,235,184,Closed
PO-002937,SUP-015,2025-06-22,2025-06-27,2025-06-27,645,645,Closed
PO-001035,SUP-004,2025-06-22,2025-07-01,2025-07-01,235,235,Closed
PO-002637,SUP-012,2025-06-22,2025-07-01,2025-07-01,823,823,Closed
PO-000540,SUP-002,2025-06-22,2025-06-28,2025-06-28,168,168,Closed
PO-003462,SUP-020,2025-06-22,2025-06-27,2025-06-27,135,135,Closed
PO-004390,SUP-040,2025-06-22,2025-06-28,2025-06-28,200,200,Closed
PO-001036,SUP-004,2025-06-23,2025-07-01,2025-07-01,403,403,Closed
PO-003169,SUP-017,2025-06-23,2025-07-01,2025-07-01,320,320,Closed
PO-000553,SUP-002,2025-06-23,2025-06-26,2025-06-26,40,40,Closed
PO-003054,SUP-016,2025-06-23,2025-07-01,2025-07-02,386,294,Closed
PO-001849,SUP-007,2025-06-23,2025-07-04,2025-07-04,409,409,Closed
PO-000808,SUP-003,2025-06-24,2025-07-03,2025-07-03,343,343,Closed
PO-002315,SUP-009,2025-06-24,2025-07-01,2025-07-01,333,333,Closed
PO-000544,SUP-002,2025-06-24,2025-06-29,2025-06-29,253,253,Closed
PO-001577,SUP-006,2025-06-24,2025-07-03,2025-07-03,238,238,Closed
PO-001570,SUP-006,2025-06-24,2025-07-01,2025-07-01,122,122,Closed
PO-002734,SUP-013,2025-06-24,2025-07-03,2025-07-03,259,259,Closed
PO-000205,SUP-001,2025-06-24,2025-06-28,2025-06-28,258,258,Closed
PO-002123,SUP-008,2025-06-25,2025-06-30,2025-06-30,103,103,Closed
PO-002829,SUP-014,2025-06-25,2025-07-02,2025-07-02,420,420,Closed
PO-001575,SUP-006,2025-06-25,2025-07-03,2025-07-05,415,415,Closed
PO-001294,SUP-005,2025-06-25,2025-06-30,2025-06-30,783,783,Closed
PO-003952,SUP-027,2025-06-26,2025-07-05,2025-07-05,445,357,Closed
PO-001290,SUP-005,2025-06-26,2025-07-02,2025-07-02,606,606,Closed
PO-001034,SUP-004,2025-06-26,2025-07-03,2025-07-03,164,164,Closed
PO-002313,SUP-009,2025-06-27,2025-07-04,2025-07-04,184,184,Closed
PO-002936,SUP-015,2025-06-27,2025-07-02,2025-07-02,167,167,Closed
PO-001288,SUP-005,2025-06-27,2025-07-01,2025-07-01,388,388,Closed
PO-002525,SUP-011,2025-06-27,2025-06-30,2025-06-30,391,391,Closed
PO-000537,SUP-002,2025-06-27,2025-06-30,2025-06-30,259,259,Closed
PO-004005,SUP-029,2025-06-27,2025-07-06,2025-07-06,691,691,Closed
PO-000202,SUP-001,2025-06-27,2025-07-02,2025-07-01,243,243,Closed
PO-000533,SUP-002,2025-06-27,2025-07-02,2025-07-02,398,398,Closed
PO-000552,SUP-002,2025-06-27,2025-07-02,2025-07-02,160,160,Closed
PO-000541,SUP-002,2025-06-28,2025-07-01,2025-07-02,185,185,Closed
PO-004070,SUP-031,2025-06-28,2025-07-10,2025-07-09,133,133,Closed
PO-002639,SUP-012,2025-06-28,2025-07-07,2025-07-06,481,481,Closed
PO-000807,SUP-003,2025-06-28,2025-07-07,2025-07-07,143,143,Closed
PO-001032,SUP-004,2025-06-28,2025-07-07,2025-07-07,168,168,Closed
PO-000799,SUP-003,2025-06-28,2025-07-07,2025-07-06,166,166,Closed
PO-001298,SUP-005,2025-06-28,2025-07-01,2025-07-01,247,247,Closed
PO-000208,SUP-001,2025-06-28,2025-07-03,2025-07-03,765,765,Closed
PO-003559,SUP-021,2025-06-29,2025-07-09,2025-07-09,400,400,Closed
PO-003166,SUP-017,2025-06-29,2025-07-09,2025-07-09,283,283,Closed
PO-004276,SUP-037,2025-06-29,2025-07-02,2025-07-01,670,670,Closed
PO-000548,SUP-002,2025-06-29,2025-07-04,2025-07-04,192,192,Closed
PO-001289,SUP-005,2025-06-29,2025-07-03,2025-07-03,576,576,Closed
PO-003985,SUP-028,2025-06-29,2025-07-03,2025-07-03,160,160,Closed
PO-002125,SUP-008,2025-06-29,2025-07-03,2025-07-03,103,103,Closed
PO-004038,SUP-030,2025-06-29,2025-07-07,2025-07-07,146,146,Closed
PO-003373,SUP-019,2025-06-29,2025-07-13,2025-07-13,998,998,Closed
PO-001037,SUP-004,2025-06-29,2025-07-07,2025-07-07,399,340,Closed
PO-003671,SUP-022,2025-06-29,2025-07-07,2025-07-07,123,123,Closed
PO-000547,SUP-002,2025-06-30,2025-07-03,2025-07-03,278,278,Closed
PO-001853,SUP-007,2025-06-30,2025-07-11,2025-07-11,64,64,Closed
PO-001039,SUP-004,2025-06-30,2025-07-08,2025-07-08,193,193,Closed
PO-003165,SUP-017,2025-06-30,2025-07-07,2025-07-07,613,613,Closed
PO-001297,SUP-005,2025-06-30,2025-07-05,2025-07-04,278,278,Closed
PO-001571,SUP-006,2025-06-30,2025-07-07,2025-07-07,186,186,Closed
PO-001583,SUP-006,2025-07-01,2025-07-10,2025-07-10,371,371,Closed
PO-001300,SUP-005,2025-07-01,2025-07-07,2025-07-07,357,300,Closed
PO-003860,SUP-024,2025-07-01,2025-07-04,2025-07-04,397,397,Closed
PO-003273,SUP-018,2025-07-02,2025-07-07,2025-07-07,189,189,Closed
PO-003272,SUP-018,2025-07-02,2025-07-07,2025-07-08,317,317,Closed
PO-003056,SUP-016,2025-07-02,2025-07-11,2025-07-11,94,94,Closed
PO-003862,SUP-024,2025-07-02,2025-07-04,2025-07-04,152,152,Closed
PO-003175,SUP-017,2025-07-02,2025-07-10,2025-07-11,155,155,Closed
PO-001585,SUP-006,2025-07-02,2025-07-12,2025-07-12,395,395,Closed
PO-000813,SUP-003,2025-07-02,2025-07-10,2025-07-10,284,284,Closed
PO-001042,SUP-004,2025-07-03,2025-07-12,2025-07-11,135,135,Closed
PO-001310,SUP-005,2025-07-03,2025-07-07,2025-07-07,471,471,Closed
PO-001865,SUP-007,2025-07-03,2025-07-14,2025-07-13,302,302,Closed
PO-001858,SUP-007,2025-07-03,2025-07-14,2025-07-14,225,225,Closed
PO-002526,SUP-011,2025-07-03,2025-07-05,2025-07-04,215,215,Closed
PO-003379,SUP-019,2025-07-03,2025-07-15,2025-07-14,382,289,Closed
PO-000568,SUP-002,2025-07-03,2025-07-08,2025-07-08,1410,1410,Closed
PO-003380,SUP-019,2025-07-03,2025-07-17,2025-07-17,148,148,Closed
PO-002832,SUP-014,2025-07-03,2025-07-12,2025-07-14,127,127,Closed
PO-001051,SUP-004,2025-07-04,2025-07-10,2025-07-10,262,262,Closed
PO-000811,SUP-003,2025-07-04,2025-07-14,2025-07-14,202,202,Closed
PO-001046,SUP-004,2025-07-04,2025-07-12,2025-07-12,304,304,Closed
PO-001307,SUP-005,2025-07-04,2025-07-09,2025-07-08,426,426,Closed
PO-002318,SUP-009,2025-07-04,2025-07-14,2025-07-14,150,150,Closed
PO-004393,SUP-040,2025-07-04,2025-07-10,2025-07-10,302,302,Closed
PO-003791,SUP-023,2025-07-04,2025-07-08,2025-07-08,240,240,Closed
PO-002130,SUP-008,2025-07-05,2025-07-10,2025-07-10,95,95,Closed
PO-000812,SUP-003,2025-07-05,2025-07-14,2025-07-14,361,361,Closed
PO-003564,SUP-021,2025-07-05,2025-07-13,2025-07-13,472,409,Closed
PO-003787,SUP-023,2025-07-05,2025-07-09,2025-07-09,538,538,Closed
PO-000566,SUP-002,2025-07-05,2025-07-10,2025-07-09,648,648,Closed
PO-002836,SUP-014,2025-07-05,2025-07-15,2025-07-15,494,494,Closed
PO-004231,SUP-036,2025-07-06,2025-07-09,2025-07-08,230,230,Closed
PO-000565,SUP-002,2025-07-06,2025-07-12,2025-07-12,158,158,Closed
PO-001862,SUP-007,2025-07-06,2025-07-18,2025-07-18,596,596,Closed
PO-000217,SUP-001,2025-07-06,2025-07-11,2025-07-11,100,100,Closed
PO-003057,SUP-016,2025-07-07,2025-07-15,2025-07-15,689,689,Closed
PO-001304,SUP-005,2025-07-07,2025-07-12,2025-07-12,109,109,Closed
PO-004392,SUP-040,2025-07-07,2025-07-16,2025-07-16,113,113,Closed
PO-003270,SUP-018,2025-07-07,2025-07-10,2025-07-10,762,762,Closed
PO-003376,SUP-019,2025-07-08,2025-07-21,2025-07-20,476,476,Closed
PO-003381,SUP-019,2025-07-08,2025-07-22,2025-07-22,212,212,Closed
PO-000810,SUP-003,2025-07-08,2025-07-15,2025-07-15,138,138,Closed
PO-002138,SUP-008,2025-07-08,2025-07-10,2025-07-12,218,218,Closed
PO-003174,SUP-017,2025-07-08,2025-07-16,2025-07-15,325,325,Closed
PO-000819,SUP-003,2025-07-08,2025-07-16,2025-07-16,140,109,Closed
PO-003563,SUP-021,2025-07-09,2025-07-16,2025-07-16,1766,1766,Closed
PO-000818,SUP-003,2025-07-09,2025-07-17,2025-07-17,2245,2245,Closed
PO-004072,SUP-031,2025-07-09,2025-07-22,2025-07-22,84,84,Closed
PO-000209,SUP-001,2025-07-09,2025-07-11,2025-07-10,210,210,Closed
PO-003674,SUP-022,2025-07-09,2025-07-18,2025-07-17,261,261,Closed
PO-002943,SUP-015,2025-07-09,2025-07-13,2025-07-13,49,49,Closed
PO-003927,SUP-026,2025-07-09,2025-07-13,2025-07-17,251,251,Closed
PO-000210,SUP-001,2025-07-09,2025-07-11,2025-07-12,229,200,Closed
PO-002129,SUP-008,2025-07-09,2025-07-11,2025-07-11,218,218,Closed
PO-001864,SUP-007,2025-07-09,2025-07-20,2025-07-20,248,248,Closed
PO-002131,SUP-008,2025-07-10,2025-07-15,2025-07-15,232,232,Closed
PO-003861,SUP-024,2025-07-10,2025-07-13,2025-07-13,133,133,Closed
PO-002137,SUP-008,2025-07-10,2025-07-15,2025-07-15,460,460,Closed
PO-000214,SUP-001,2025-07-10,2025-07-13,2025-07-13,273,273,Closed
PO-000555,SUP-002,2025-07-10,2025-07-16,2025-07-16,363,363,Closed
PO-000562,SUP-002,2025-07-10,2025-07-15,2025-07-15,253,253,Closed
PO-003170,SUP-017,2025-07-10,2025-07-17,2025-07-17,1394,1054,Closed
PO-004281,SUP-037,2025-07-10,2025-07-15,2025-07-15,478,478,Closed
PO-002736,SUP-013,2025-07-11,2025-07-19,2025-07-19,258,258,Closed
PO-002134,SUP-008,2025-07-11,2025-07-13,2025-07-12,627,590,Closed
PO-002834,SUP-014,2025-07-11,2025-07-18,2025-07-18,108,108,Closed
PO-001591,SUP-006,2025-07-11,2025-07-20,2025-07-20,50,50,Closed
PO-000221,SUP-001,2025-07-11,2025-07-15,2025-07-15,362,362,Closed
PO-001582,SUP-006,2025-07-11,2025-07-19,2025-07-19,109,109,Closed
PO-002735,SUP-013,2025-07-11,2025-07-19,2025-07-19,363,363,Closed
PO-002527,SUP-011,2025-07-11,2025-07-15,2025-07-15,188,188,Closed
PO-003269,SUP-018,2025-07-11,2025-07-16,2025-07-16,471,471,Closed
PO-001581,SUP-006,2025-07-11,2025-07-19,2025-07-19,388,388,Closed
PO-001590,SUP-006,2025-07-12,2025-07-21,2025-07-21,319,319,Closed
PO-003561,SUP-021,2025-07-12,2025-07-20,2025-07-20,177,177,Closed
PO-003792,SUP-023,2025-07-12,2025-07-15,2025-07-15,164,164,Closed
PO-002529,SUP-011,2025-07-12,2025-07-14,2025-07-14,265,265,Closed
PO-001859,SUP-007,2025-07-12,2025-07-25,2025-07-25,888,888,Closed
PO-000559,SUP-002,2025-07-12,2025-07-16,2025-07-16,167,167,Closed
PO-000220,SUP-001,2025-07-12,2025-07-15,2025-07-15,254,254,Closed
PO-000219,SUP-001,2025-07-12,2025-07-17,2025-07-16,209,209,Closed
PO-002416,SUP-010,2025-07-12,2025-07-17,2025-07-17,355,355,Closed
PO-003176,SUP-017,2025-07-13,2025-07-22,2025-07-22,107,107,Closed
PO-000222,SUP-001,2025-07-14,2025-07-18,2025-07-17,268,268,Closed
PO-001311,SUP-005,2025-07-14,2025-07-17,2025-07-18,263,263,Closed
PO-002640,SUP-012,2025-07-14,2025-07-21,2025-07-20,220,220,Closed
PO-001586,SUP-006,2025-07-14,2025-07-21,2025-07-21,117,117,Closed
PO-002133,SUP-008,2025-07-14,2025-07-18,2025-07-18,365,365,Closed
PO-001863,SUP-007,2025-07-15,2025-07-26,2025-07-26,320,320,Closed
PO-000218,SUP-001,2025-07-15,2025-07-19,2025-07-19,135,135,Closed
PO-001040,SUP-004,2025-07-15,2025-07-23,2025-07-23,503,503,Closed
PO-002837,SUP-014,2025-07-15,2025-07-24,2025-07-24,92,92,Closed
PO-001584,SUP-006,2025-07-15,2025-07-24,2025-07-24,440,440,Closed
PO-002321,SUP-009,2025-07-15,2025-07-23,2025-07-23,64,64,Closed
PO-002317,SUP-009,2025-07-16,2025-07-23,2025-07-23,76,76,Closed
PO-003377,SUP-019,2025-07-16,2025-07-29,2025-07-29,256,256,Closed
PO-001306,SUP-005,2025-07-16,2025-07-21,2025-07-21,285,285,Closed
PO-001303,SUP-005,2025-07-16,2025-07-22,2025-07-22,639,639,Closed
PO-001861,SUP-007,2025-07-16,2025-07-27,2025-07-27,115,115,Closed
PO-002833,SUP-014,2025-07-17,2025-07-27,2025-07-27,161,115,Closed
PO-003926,SUP-026,2025-07-17,2025-07-20,2025-07-20,586,586,Closed
PO-001301,SUP-005,2025-07-17,2025-07-20,2025-07-19,936,936,Closed
PO-003953,SUP-027,2025-07-17,2025-07-26,2025-07-25,194,194,Closed
PO-000567,SUP-002,2025-07-17,2025-07-22,2025-07-22,195,195,Closed
PO-001043,SUP-004,2025-07-17,2025-07-25,2025-07-24,184,184,Closed
PO-004073,SUP-031,2025-07-17,2025-07-29,2025-07-29,421,421,Closed
PO-003562,SUP-021,2025-07-17,2025-07-26,2025-07-26,121,121,Closed
PO-004362,SUP-039,2025-07-17,2025-07-20,2025-07-20,243,243,Closed
PO-001588,SUP-006,2025-07-18,2025-07-25,2025-07-25,595,595,Closed
PO-000212,SUP-001,2025-07-18,2025-07-22,2025-07-21,240,240,Closed
PO-002139,SUP-008,2025-07-18,2025-07-22,2025-07-22,141,141,Closed
PO-003382,SUP-019,2025-07-18,2025-07-31,2025-07-31,201,201,Closed
PO-004361,SUP-039,2025-07-19,2025-07-22,2025-07-22,151,109,Closed
PO-000223,SUP-001,2025-07-19,2025-07-24,2025-07-24,245,245,Closed
PO-000213,SUP-001,2025-07-19,2025-07-22,2025-07-22,271,271,Closed
PO-002838,SUP-014,2025-07-19,2025-07-29,2025-07-29,109,97,Closed
PO-000557,SUP-002,2025-07-19,2025-07-23,2025-07-23,292,292,Closed
PO-003173,SUP-017,2025-07-19,2025-07-29,2025-07-29,306,306,Closed
PO-001857,SUP-007,2025-07-19,2025-07-31,2025-07-30,508,508,Closed
PO-003790,SUP-023,2025-07-19,2025-07-22,2025-07-22,283,283,Closed
PO-003789,SUP-023,2025-07-20,2025-07-23,2025-07-23,581,581,Closed
PO-001860,SUP-007,2025-07-20,2025-08-01,2025-08-01,556,556,Closed
PO-001047,SUP-004,2025-07-20,2025-07-29,2025-07-29,673,673,Closed
PO-000817,SUP-003,2025-07-20,2025-07-28,2025-07-28,321,268,Closed
PO-003383,SUP-019,2025-07-20,2025-08-02,2025-08-02,509,509,Closed
PO-001044,SUP-004,2025-07-20,2025-07-29,2025-07-29,448,448,Closed
PO-000561,SUP-002,2025-07-21,2025-07-27,2025-07-27,105,105,Closed
PO-003171,SUP-017,2025-07-21,2025-07-30,2025-07-30,492,492,Closed
PO-002135,SUP-008,2025-07-21,2025-07-23,2025-07-23,289,289,Closed
PO-004230,SUP-036,2025-07-22,2025-07-25,2025-07-25,285,271,Closed
PO-004169,SUP-034,2025-07-22,2025-07-26,2025-07-26,77,77,Closed
PO-003274,SUP-018,2025-07-22,2025-07-26,2025-07-26,79,79,Closed
PO-002136,SUP-008,2025-07-22,2025-07-27,2025-07-27,133,133,Closed
PO-000216,SUP-001,2025-07-22,2025-07-27,2025-07-27,440,440,Closed
PO-002132,SUP-008,2025-07-23,2025-07-25,2025-07-24,223,223,Closed
PO-003378,SUP-019,2025-07-23,2025-08-05,2025-08-05,106,106,Closed
PO-003384,SUP-019,2025-07-23,2025-08-06,2025-08-05,583,583,Closed
PO-001049,SUP-004,2025-07-23,2025-07-31,2025-07-31,423,423,Closed
PO-002143,SUP-008,2025-07-23,2025-07-27,2025-07-27,299,299,Closed
PO-003675,SUP-022,2025-07-23,2025-07-29,2025-07-29,612,612,Closed
PO-002140,SUP-008,2025-07-24,2025-07-28,2025-07-28,68,68,Closed
PO-000211,SUP-001,2025-07-24,2025-07-29,2025-07-29,62,62,Closed
PO-000556,SUP-002,2025-07-24,2025-07-30,2025-07-30,220,220,Closed
PO-000215,SUP-001,2025-07-24,2025-07-26,2025-07-26,556,556,Closed
PO-003467,SUP-020,2025-07-24,2025-07-28,2025-07-28,403,403,Closed
PO-003466,SUP-020,2025-07-24,2025-07-27,2025-07-31,115,115,Closed
PO-000815,SUP-003,2025-07-24,2025-08-01,2025-08-01,272,272,Closed
PO-000816,SUP-003,2025-07-24,2025-07-31,2025-07-30,51,51,Closed
PO-001856,SUP-007,2025-07-25,2025-08-05,2025-08-05,962,962,Closed
PO-001050,SUP-004,2025-07-25,2025-08-03,2025-08-03,371,312,Closed
PO-004074,SUP-031,2025-07-25,2025-08-05,2025-08-05,490,490,Closed
PO-001041,SUP-004,2025-07-25,2025-08-01,2025-08-01,729,729,Closed
PO-004391,SUP-040,2025-07-25,2025-08-02,2025-08-02,517,517,Closed
PO-001048,SUP-004,2025-07-26,2025-08-01,2025-08-01,284,284,Closed
PO-002530,SUP-011,2025-07-26,2025-07-29,2025-07-29,893,893,Closed
PO-003788,SUP-023,2025-07-26,2025-07-29,2025-07-29,536,536,Closed
PO-001587,SUP-006,2025-07-26,2025-08-02,2025-08-01,254,254,Closed
PO-004007,SUP-029,2025-07-26,2025-08-02,2025-08-05,120,112,Closed
PO-000224,SUP-001,2025-07-26,2025-07-29,2025-07-28,1046,1046,Closed
PO-002417,SUP-010,2025-07-26,2025-08-01,2025-08-01,90,90,Closed
PO-000563,SUP-002,2025-07-26,2025-07-31,2025-07-31,197,197,Closed
PO-004280,SUP-037,2025-07-26,2025-07-30,2025-07-30,202,202,Closed
PO-004282,SUP-037,2025-07-26,2025-08-01,2025-08-01,426,426,Closed
PO-001302,SUP-005,2025-07-26,2025-08-01,2025-07-31,420,420,Closed
PO-001305,SUP-005,2025-07-26,2025-07-29,2025-07-29,1296,1296,Closed
PO-000814,SUP-003,2025-07-27,2025-08-06,2025-08-06,237,237,Closed
PO-004201,SUP-035,2025-07-27,2025-08-05,2025-08-05,230,230,Closed
PO-003172,SUP-017,2025-07-27,2025-08-05,2025-08-05,293,293,Closed
PO-003864,SUP-024,2025-07-27,2025-07-29,2025-07-28,988,920,Closed
PO-000564,SUP-002,2025-07-27,2025-07-30,2025-07-30,423,423,Closed
PO-001589,SUP-006,2025-07-27,2025-08-05,2025-08-05,524,524,Closed
PO-000558,SUP-002,2025-07-27,2025-08-02,2025-08-02,334,334,Closed
PO-002528,SUP-011,2025-07-27,2025-07-29,2025-07-29,61,61,Closed
PO-002942,SUP-015,2025-07-28,2025-07-31,2025-07-31,235,235,Closed
PO-002141,SUP-008,2025-07-28,2025-07-30,2025-07-31,93,93,Closed
PO-002737,SUP-013,2025-07-28,2025-08-03,2025-08-03,384,384,Closed
PO-002316,SUP-009,2025-07-28,2025-08-06,2025-08-06,287,287,Closed
PO-004363,SUP-039,2025-07-28,2025-08-02,2025-08-02,289,289,Closed
PO-003271,SUP-018,2025-07-28,2025-07-31,2025-07-31,109,109,Closed
PO-004200,SUP-035,2025-07-29,2025-08-08,2025-08-11,298,298,Closed
PO-002319,SUP-009,2025-07-29,2025-08-07,2025-08-08,155,137,Closed
PO-002941,SUP-015,2025-07-29,2025-08-03,2025-08-03,461,461,Closed
PO-001580,SUP-006,2025-07-29,2025-08-05,2025-08-05,588,588,Closed
PO-000560,SUP-002,2025-07-29,2025-08-01,2025-08-01,264,264,Closed
PO-003863,SUP-024,2025-07-29,2025-07-31,2025-07-31,135,135,Closed
PO-004279,SUP-037,2025-07-29,2025-08-02,2025-08-02,226,226,Closed
PO-003954,SUP-027,2025-07-29,2025-08-08,2025-08-08,194,194,Closed
PO-003177,SUP-017,2025-07-30,2025-08-08,2025-08-08,656,656,Closed
PO-000809,SUP-003,2025-07-30,2025-08-08,2025-08-08,356,356,Closed
PO-002320,SUP-009,2025-07-30,2025-08-08,2025-08-08,287,287,Closed
PO-003468,SUP-020,2025-07-30,2025-08-04,2025-08-04,70,70,Closed
PO-001308,SUP-005,2025-07-31,2025-08-06,2025-08-06,234,234,Closed
PO-004102,SUP-032,2025-07-31,2025-08-05,2025-08-05,1182,1182,Closed
PO-003955,SUP-027,2025-07-31,2025-08-07,2025-08-07,324,324,Closed
PO-002835,SUP-014,2025-07-31,2025-08-07,2025-08-07,339,303,Closed
PO-002142,SUP-008,2025-07-31,2025-08-02,2025-08-02,209,209,Closed
PO-002415,SUP-010,2025-07-31,2025-08-03,2025-08-06,216,216,Closed
PO-001309,SUP-005,2025-07-31,2025-08-06,2025-08-06,192,192,Closed
PO-001045,SUP-004,2025-07-31,2025-08-07,2025-08-06,160,160,Closed
PO-001595,SUP-006,2025-08-01,2025-08-08,2025-08-08,194,180,Closed
PO-000225,SUP-001,2025-08-01,2025-08-03,2025-08-03,192,192,Closed
PO-002840,SUP-014,2025-08-01,2025-08-11,2025-08-11,239,239,Closed
PO-000820,SUP-003,2025-08-01,2025-08-10,2025-08-10,405,405,Closed
PO-002535,SUP-011,2025-08-01,2025-08-05,2025-08-05,181,181,Closed
PO-002642,SUP-012,2025-08-01,2025-08-11,2025-08-11,215,215,Closed
PO-001867,SUP-007,2025-08-01,2025-08-12,2025-08-12,274,274,Closed
PO-002323,SUP-009,2025-08-01,2025-08-08,2025-08-07,288,288,Closed
PO-000574,SUP-002,2025-08-01,2025-08-05,2025-08-05,191,191,Closed
PO-001597,SUP-006,2025-08-01,2025-08-10,2025-08-15,685,685,Closed
PO-000573,SUP-002,2025-08-01,2025-08-07,2025-08-07,150,150,Closed
PO-002149,SUP-008,2025-08-02,2025-08-04,2025-08-04,201,201,Closed
PO-001317,SUP-005,2025-08-02,2025-08-06,2025-08-06,99,78,Closed
PO-003278,SUP-018,2025-08-02,2025-08-07,2025-08-07,320,320,Closed
PO-000576,SUP-002,2025-08-02,2025-08-05,2025-08-05,256,256,Closed
PO-001312,SUP-005,2025-08-03,2025-08-08,2025-08-08,207,207,Closed
PO-000226,SUP-001,2025-08-03,2025-08-05,2025-08-05,164,130,Closed
PO-002643,SUP-012,2025-08-03,2025-08-11,2025-08-11,499,499,Closed
PO-004202,SUP-035,2025-08-03,2025-08-13,2025-08-14,608,608,Closed
PO-002740,SUP-013,2025-08-04,2025-08-10,2025-08-10,118,118,Closed
PO-002533,SUP-011,2025-08-04,2025-08-07,2025-08-07,195,195,Closed
PO-002842,SUP-014,2025-08-04,2025-08-13,2025-08-13,285,285,Closed
PO-002844,SUP-014,2025-08-04,2025-08-14,2025-08-14,763,763,Closed
PO-003679,SUP-022,2025-08-05,2025-08-11,2025-08-12,179,179,Closed
PO-000571,SUP-002,2025-08-05,2025-08-08,2025-08-08,150,150,Closed
PO-000570,SUP-002,2025-08-05,2025-08-09,2025-08-08,240,240,Closed
PO-002531,SUP-011,2025-08-06,2025-08-08,2025-08-09,299,299,Closed
PO-002418,SUP-010,2025-08-06,2025-08-09,2025-08-08,428,428,Closed
PO-001601,SUP-006,2025-08-06,2025-08-15,2025-08-14,547,547,Closed
PO-002145,SUP-008,2025-08-06,2025-08-08,2025-08-08,206,206,Closed
PO-004075,SUP-031,2025-08-06,2025-08-19,2025-08-26,603,603,Closed
PO-002421,SUP-010,2025-08-06,2025-08-11,2025-08-11,461,461,Closed
PO-003567,SUP-021,2025-08-06,2025-08-13,2025-08-13,114,114,Closed
PO-001603,SUP-006,2025-08-06,2025-08-15,2025-08-15,553,553,Closed
PO-002534,SUP-011,2025-08-07,2025-08-11,2025-08-11,199,199,Closed
PO-000229,SUP-001,2025-08-07,2025-08-12,2025-08-12,360,360,Closed
PO-001593,SUP-006,2025-08-07,2025-08-17,2025-08-17,187,187,Closed
PO-002532,SUP-011,2025-08-07,2025-08-10,2025-08-10,258,258,Closed
PO-001061,SUP-004,2025-08-07,2025-08-16,2025-08-15,302,302,Closed
PO-004232,SUP-036,2025-08-07,2025-08-09,2025-08-09,411,411,Closed
PO-001056,SUP-004,2025-08-08,2025-08-16,2025-08-16,360,360,Closed
PO-002152,SUP-008,2025-08-08,2025-08-12,2025-08-12,239,239,Closed
PO-003793,SUP-023,2025-08-08,2025-08-12,2025-08-12,209,209,Closed
PO-003276,SUP-018,2025-08-08,2025-08-13,2025-08-12,185,185,Closed
PO-003900,SUP-025,2025-08-08,2025-08-15,2025-08-15,181,181,Closed
PO-004103,SUP-032,2025-08-08,2025-08-12,2025-08-12,56,53,Closed
