merchant_id,month,txn_count,txn_value_gbp,declined_count,fee_revenue_gbp
M-0062,2025-11,1870,54633.09,42,741.55
M-0062,2025-12,2775,82815.81,47,1129.63
M-0062,2026-01,2510,66076.46,72,942.79
M-0062,2026-02,3339,92973.52,101,1333.14
M-0062,2026-03,3501,99184.44,104,1371.0
M-0062,2026-04,4175,113474.12,125,1581.96
M-0062,2026-05,4090,110526.36,110,1504.33
M-0062,2026-06,4318,116017.11,106,1589.31
M-0063,2024-01,917,39183.14,54,743.86
M-0063,2024-02,1171,51251.61,51,937.07
M-0063,2024-03,1346,54077.79,61,1044.62
M-0063,2024-04,1137,48696.47,49,913.21
M-0063,2024-05,1097,46303.24,44,873.08
M-0063,2024-06,1118,49185.36,38,942.53
M-0063,2024-07,1069,47180.29,47,889.18
M-0063,2024-08,1117,48141.47,59,891.56
M-0063,2024-09,1067,45234.88,68,828.53
M-0063,2024-10,983,46177.94,37,867.7
M-0063,2024-11,1679,65478.36,68,1252.8
M-0063,2024-12,1911,82255.78,82,1541.62
M-0063,2025-01,1169,45663.63,58,889.44
M-0063,2025-02,1017,44163.29,92,864.39
M-0063,2025-03,1172,45008.35,118,875.57
M-0063,2025-04,841,36048.32,87,676.38
M-0063,2025-05,711,28693.81,111,566.04
M-0064,2024-08,998,29655.93,26,387.57
M-0064,2024-09,1930,52861.62,45,729.66
M-0064,2024-10,2768,76798.55,91,1089.97
M-0064,2024-11,4189,119793.79,103,1640.59
M-0064,2024-12,5906,165036.37,163,2385.17
M-0064,2025-01,3912,114173.88,88,1571.52
M-0064,2025-02,4909,142685.92,110,2005.57
M-0064,2025-03,5691,142877.91,150,1985.6
M-0064,2025-04,5176,138398.53,119,2033.23
M-0064,2025-05,5973,157257.75,147,2273.17
M-0064,2025-06,5439,159295.21,111,2248.98
M-0064,2025-07,5440,159148.08,163,2232.19
M-0064,2025-08,5374,140336.23,132,1936.14
M-0064,2025-09,5531,160014.53,152,2250.44
M-0064,2025-10,5402,159675.58,116,2328.11
M-0064,2025-11,6872,194839.72,179,2792.79
M-0064,2025-12,8298,241825.17,230,3423.99
M-0064,2026-01,5614,143626.66,134,2125.63
M-0064,2026-02,5799,157629.93,130,2150.22
M-0064,2026-03,5314,158704.74,115,2179.05
M-0064,2026-04,5864,147528.79,186,2073.06
M-0064,2026-05,7009,183394.24,139,2497.35
M-0064,2026-06,5970,164330.6,158,2323.41
M-0065,2024-01,199,16650.71,4,189.85
M-0065,2024-02,227,19511.3,4,230.73
M-0065,2024-03,303,26774.01,8,321.13
M-0065,2024-04,428,35588.15,11,432.95
M-0065,2024-05,379,31822.26,8,392.74
M-0065,2024-06,389,35727.91,7,427.88
M-0065,2024-07,385,32243.93,9,393.13
M-0065,2024-08,391,33225.1,8,403.57
M-0065,2024-09,398,32610.58,12,385.39
M-0065,2024-10,378,33168.81,9,396.93
M-0065,2024-11,400,34071.55,12,400.47
M-0065,2024-12,394,34260.8,6,400.45
M-0065,2025-01,393,33211.26,11,396.48
M-0065,2025-02,370,32959.12,10,406.86
M-0065,2025-03,417,35660.23,15,440.7
M-0065,2025-04,427,37411.66,9,454.93
M-0065,2025-05,430,37773.08,6,456.72
M-0065,2025-06,384,36872.81,5,444.29
M-0065,2025-07,458,39038.3,8,469.16
M-0065,2025-08,420,35589.83,15,423.79
M-0065,2025-09,409,36447.44,6,439.58
M-0065,2025-10,431,34442.12,6,414.22
M-0065,2025-11,437,36015.16,11,429.2
M-0065,2025-12,427,37136.36,13,430.15
M-0065,2026-01,417,35499.99,14,428.33
M-0065,2026-02,468,40379.39,6,494.38
M-0065,2026-03,476,38880.77,10,480.16
M-0065,2026-04,386,35510.04,8,433.99
M-0065,2026-05,453,38636.43,8,482.09
M-0065,2026-06,463,38820.51,5,451.24
M-0066,2026-05,353,33119.57,5,405.33
M-0066,2026-06,539,46182.88,7,553.74
M-0067,2024-06,114,9572.09,0,116.8
M-0067,2024-07,178,16090.6,3,190.33
M-0067,2024-08,238,21309.29,8,255.12
M-0067,2024-09,332,27786.35,7,342.39
M-0067,2024-10,400,34687.29,12,410.04
M-0067,2024-11,509,37892.38,5,467.75
M-0067,2024-12,452,40551.44,6,500.71
M-0067,2025-01,515,45819.57,17,554.23
M-0067,2025-02,465,41673.04,7,496.63
M-0067,2025-03,506,42910.72,7,521.85
M-0067,2025-04,501,43747.66,10,529.18
M-0067,2025-05,567,43387.67,6,493.78
M-0067,2025-06,505,44087.99,14,535.32
M-0067,2025-07,456,41112.07,9,494.13
M-0067,2025-08,482,40047.4,14,474.79
M-0067,2025-09,456,41240.51,6,515.48
M-0067,2025-10,544,47443.84,13,607.23
M-0067,2025-11,465,40507.82,6,472.63
M-0067,2025-12,598,45393.02,12,547.07
M-0067,2026-01,540,46409.76,11,546.69
M-0067,2026-02,458,40880.92,13,519.74
M-0067,2026-03,509,45095.96,7,523.4
M-0067,2026-04,473,41621.22,6,494.91
M-0067,2026-05,553,44165.18,4,524.64
M-0067,2026-06,485,44795.52,11,535.73
M-0068,2025-09,146,11547.37,2,137.89
M-0068,2025-10,254,20965.02,1,266.78
M-0068,2025-11,306,25276.21,10,309.11
M-0068,2025-12,414,35696.03,9,425.85
M-0068,2026-01,478,39228.16,13,480.81
M-0068,2026-02,586,52513.79,10,638.1
M-0068,2026-03,648,51724.91,13,641.25
M-0068,2026-04,630,55278.68,11,698.1
M-0068,2026-05,659,56316.88,16,680.31
M-0068,2026-06,626,51532.02,10,624.76
M-0069,2025-01,586,10035.38,18,160.56
M-0069,2025-02,1081,20764.73,25,351.34
M-0069,2025-03,1366,28242.51,38,441.34
M-0069,2025-04,2189,39426.73,52,661.85
M-0069,2025-05,2420,44073.96,41,720.08
M-0069,2025-06,2969,54246.47,50,863.78
M-0069,2025-07,3162,62650.45,58,929.88
M-0069,2025-08,3601,61135.44,82,957.64
M-0069,2025-09,2612,50260.12,82,785.81
M-0069,2025-10,2951,58501.1,48,897.08
M-0069,2025-11,3361,60384.32,65,1026.87
M-0069,2025-12,4305,84502.02,117,1339.3
M-0069,2026-01,2489,45190.52,45,731.87
M-0069,2026-02,2929,56430.15,59,927.78
M-0069,2026-03,3061,59191.06,65,911.09
M-0069,2026-04,2750,54931.13,55,860.97
M-0069,2026-05,2972,52787.93,65,797.25
M-0069,2026-06,3490,61880.56,56,981.68
M-0070,2025-09,678,29946.87,37,577.25
M-0070,2025-10,1170,48101.87,52,918.13
M-0070,2025-11,1874,79326.7,98,1481.56
M-0070,2025-12,2908,121511.43,97,2216.97
M-0070,2026-01,1645,72986.91,68,1353.73
M-0070,2026-02,3152,117124.46,147,2064.4
M-0070,2026-03,2930,124153.99,134,2483.41
M-0070,2026-04,2750,117170.3,119,2160.0
M-0070,2026-05,3485,135190.85,169,2583.06
M-0070,2026-06,3269,126395.1,143,2399.44
M-0071,2024-01,16,3947.4,1,43.5
M-0071,2024-02,21,5164.81,0,57.11
M-0071,2024-03,41,9783.36,1,102.65
M-0071,2024-04,44,10706.0,1,112.07
M-0071,2024-05,43,10555.07,1,119.9
M-0071,2024-06,65,14865.59,2,178.63
M-0071,2024-07,73,18194.34,5,197.59
M-0071,2024-08,70,16805.31,0,186.24
M-0071,2024-09,52,12693.13,1,136.82
M-0071,2024-10,46,11279.99,2,123.59
M-0071,2024-11,47,10630.79,0,112.37
M-0071,2024-12,50,11996.09,1,132.26
M-0071,2025-01,35,7218.57,1,78.39
M-0071,2025-02,34,8052.72,2,87.35
M-0071,2025-03,56,13163.58,5,150.34
M-0071,2025-04,49,11800.4,2,128.25
M-0071,2025-05,47,11306.68,1,130.24
M-0071,2025-06,63,15656.19,4,173.7
M-0071,2025-07,67,17164.26,2,185.12
M-0071,2025-08,60,14549.55,3,165.81
M-0071,2025-09,57,12430.67,3,131.89
M-0071,2025-10,53,12696.22,1,138.02
M-0071,2025-11,47,12243.72,2,131.09
M-0071,2025-12,57,14166.47,3,162.48
M-0071,2026-01,38,9489.26,3,102.4
M-0071,2026-02,40,9602.71,2,105.63
M-0071,2026-03,50,12656.55,1,135.45
M-0071,2026-04,56,13484.25,2,142.86
M-0071,2026-05,55,12723.01,1,135.19
M-0071,2026-06,78,16784.67,4,188.15
M-0072,2025-09,221,6503.36,7,85.26
M-0072,2025-10,383,10361.27,5,149.09
M-0072,2025-11,660,17841.64,17,253.73
M-0072,2025-12,942,24192.55,23,323.54
M-0072,2026-01,643,18994.96,20,265.01
M-0072,2026-02,943,27187.39,26,392.88
M-0072,2026-03,969,27761.84,22,379.85
M-0072,2026-04,971,26761.1,26,383.75
M-0072,2026-05,920,25574.04,34,330.69
M-0072,2026-06,1117,27448.39,29,378.59
M-0073,2024-04,700,19770.76,13,270.34
M-0073,2024-05,1152,32788.24,38,448.7
M-0073,2024-06,1568,44282.06,42,624.35
M-0073,2024-07,1888,52179.66,52,752.43
M-0073,2024-08,2455,66141.29,54,923.2
M-0073,2024-09,2908,86077.02,103,1189.16
M-0073,2024-10,2924,80119.09,62,1121.91
M-0073,2024-11,3457,94289.46,78,1315.88
M-0073,2024-12,3586,96513.18,94,1331.99
M-0073,2025-01,2362,68348.98,80,944.08
M-0073,2025-02,2897,84346.89,67,1187.4
M-0073,2025-03,2969,80072.93,60,1156.01
M-0073,2025-04,2853,82821.62,55,1180.57
M-0073,2025-05,3326,87135.57,66,1258.71
M-0073,2025-06,2886,80800.38,77,1182.32
M-0073,2025-07,3191,89705.64,78,1199.81
M-0073,2025-08,3108,89827.97,79,1226.73
M-0073,2025-09,3483,97313.43,86,1379.02
M-0073,2025-10,3358,80876.08,51,1155.56
M-0073,2025-11,4481,123552.93,88,1684.98
M-0073,2025-12,5007,137605.87,94,1862.49
M-0073,2026-01,2955,81499.51,70,1127.06
M-0073,2026-02,3237,97211.61,88,1351.21
M-0073,2026-03,2953,94343.36,78,1373.31
M-0073,2026-04,3163,86687.43,78,1238.79
M-0073,2026-05,3722,95395.54,110,1290.86
M-0073,2026-06,3568,97157.66,95,1320.43
M-0074,2025-01,102,4350.41,5,81.57
M-0074,2025-02,202,9018.34,8,171.55
M-0074,2025-03,273,10792.0,16,204.18
M-0074,2025-04,290,12860.64,10,240.14
M-0074,2025-05,373,15850.48,22,304.71
M-0074,2025-06,474,21663.24,29,421.92
M-0074,2025-07,478,18861.59,24,383.19
M-0074,2025-08,521,21754.47,15,415.48
M-0074,2025-09,621,22628.64,31,426.19
M-0074,2025-10,466,19646.96,21,389.83
M-0074,2025-11,588,26700.78,29,529.15
M-0074,2025-12,771,31989.65,44,595.53
M-0074,2026-01,458,18981.07,16,357.92
M-0074,2026-02,599,24414.93,25,472.78
M-0074,2026-03,531,22013.68,23,422.87
M-0074,2026-04,580,23058.55,23,448.33
M-0074,2026-05,571,24145.99,31,457.93
M-0074,2026-06,562,22654.18,18,441.97
M-0075,2024-05,20,4908.13,1,52.7
M-0075,2024-06,37,8391.09,1,91.84
M-0075,2024-07,58,14309.49,3,161.47
M-0075,2024-08,63,15544.89,5,162.69
M-0075,2024-09,65,16265.26,3,178.74
M-0075,2024-10,76,18574.65,4,205.18
M-0075,2024-11,79,19346.64,3,211.88
M-0075,2024-12,70,17816.84,0,197.13
M-0075,2025-01,52,12120.87,2,129.16
M-0075,2025-02,53,13552.19,1,150.08
M-0075,2025-03,82,20346.34,3,216.95
M-0075,2025-04,85,19076.27,5,206.81
M-0075,2025-05,78,18764.15,4,204.58
M-0075,2025-06,108,26276.55,4,287.89
M-0075,2025-07,136,31831.03,7,355.79
M-0075,2025-08,124,27805.26,3,303.99
M-0075,2025-09,92,19929.45,4,219.98
M-0075,2025-10,72,18697.35,2,209.12
M-0075,2025-11,88,20324.73,2,232.02
M-0075,2025-12,86,21776.39,2,234.41
M-0075,2026-01,68,15028.57,4,156.2
M-0075,2026-02,68,16335.73,2,177.2
M-0075,2026-03,77,18504.34,2,202.97
M-0075,2026-04,93,22706.31,4,252.4
M-0075,2026-05,89,22434.35,3,256.89
M-0075,2026-06,114,26652.3,6,302.47
M-0076,2024-01,4650,120750.46,134,1675.81
M-0076,2024-02,4433,125291.5,144,1707.88
M-0076,2024-03,5604,154176.38,151,2172.05
M-0076,2024-04,5135,149872.11,145,2075.29
M-0076,2024-05,5373,145650.59,142,2005.18
M-0076,2024-06,4611,135217.86,120,1845.87
M-0076,2024-07,4996,145367.17,132,1937.27
M-0076,2024-08,5131,151078.91,135,2174.42
M-0076,2024-09,4787,139720.86,152,1982.06
M-0076,2024-10,5672,163843.44,138,2216.46
M-0076,2024-11,6755,194818.61,171,2699.73
M-0076,2024-12,7501,218512.29,172,3128.36
M-0076,2025-01,5026,138262.73,118,1945.82
M-0076,2025-02,5540,161702.58,126,2360.99
M-0076,2025-03,5515,167901.98,118,2483.73
M-0076,2025-04,4662,135211.05,88,1977.62
M-0076,2025-05,6050,164152.75,150,2274.21
M-0076,2025-06,5590,144502.54,136,2055.11
M-0076,2025-07,5947,169638.06,171,2352.09
M-0076,2025-08,6256,171710.41,139,2363.74
M-0076,2025-09,5525,157043.25,154,2236.66
M-0076,2025-10,5584,167036.44,180,2544.0
M-0076,2025-11,7823,222937.19,185,3200.74
M-0076,2025-12,7913,222135.58,209,3267.0
M-0076,2026-01,4496,130118.74,87,1704.62
M-0076,2026-02,5771,167304.51,156,2375.41
M-0076,2026-03,5406,166241.81,126,2335.31
M-0076,2026-04,6587,189518.19,154,2681.01
M-0076,2026-05,6103,167949.69,157,2363.59
M-0076,2026-06,5829,162805.23,149,2231.15
M-0077,2024-09,1075,19044.81,34,305.93
M-0077,2024-10,1692,30528.04,38,470.76
M-0077,2024-11,2762,47169.92,49,677.46
M-0077,2024-12,3884,75241.76,94,1226.75
M-0077,2025-01,2516,51518.68,61,777.4
M-0077,2025-02,4015,79378.86,76,1234.3
M-0077,2025-03,4741,90911.28,105,1419.15
M-0077,2025-04,4303,85470.06,106,1396.66
M-0077,2025-05,4159,85539.86,67,1427.3
M-0077,2025-06,4672,91402.69,124,1545.14
M-0077,2025-07,5559,101842.95,147,1559.9
M-0077,2025-08,4427,84676.79,77,1354.28
M-0077,2025-09,4351,85286.75,103,1377.22
M-0077,2025-10,4535,84237.93,108,1360.93
M-0077,2025-11,4338,83314.23,81,1289.08
M-0077,2025-12,6081,119012.52,135,1794.14
M-0077,2026-01,3942,70320.64,81,1105.35
M-0077,2026-02,4943,85993.33,110,1408.3
M-0077,2026-03,4639,87729.45,105,1472.16
M-0077,2026-04,5100,95250.39,84,1606.27
M-0077,2026-05,4902,88809.57,96,1481.53
M-0077,2026-06,5023,92079.28,106,1535.74
M-0078,2024-01,319,9611.57,7,136.13
M-0078,2024-02,420,12278.34,10,176.46
M-0078,2024-03,438,13422.91,14,184.57
M-0078,2024-04,462,12844.64,8,176.92
M-0078,2024-05,494,14130.19,12,201.86
M-0078,2024-06,445,12731.81,13,181.88
M-0078,2024-07,517,14715.2,7,196.3
M-0078,2024-08,510,14113.22,10,187.0
M-0078,2024-09,478,14094.89,9,190.27
M-0078,2024-10,482,13349.45,13,188.6
M-0078,2024-11,651,18055.39,16,248.27
M-0078,2024-12,731,20824.56,26,279.22
M-0078,2025-01,473,12672.4,9,172.28
M-0078,2025-02,537,16409.67,16,233.22
M-0078,2025-03,493,14515.52,11,201.98
M-0078,2025-04,467,14059.24,16,195.59
M-0078,2025-05,511,15247.68,11,214.17
M-0078,2025-06,469,14399.4,3,205.39
M-0078,2025-07,615,16505.44,19,235.21
M-0078,2025-08,532,15160.1,14,215.02
M-0078,2025-09,548,15418.68,14,222.01
M-0078,2025-10,541,15405.52,10,217.04
M-0078,2025-11,611,19269.15,14,262.7
M-0078,2025-12,803,21826.05,17,316.39
M-0078,2026-01,490,12525.57,8,182.83
M-0078,2026-02,516,14629.85,11,211.63
M-0078,2026-03,574,16421.33,16,243.71
M-0078,2026-04,595,16363.02,9,229.84
M-0078,2026-05,591,17574.66,12,249.54
M-0078,2026-06,559,15478.78,13,209.19
M-0079,2024-01,827,16269.76,19,275.68
M-0079,2024-02,1198,22141.96,29,351.63
M-0079,2024-03,1275,23264.28,40,384.48
M-0079,2024-04,1087,20961.49,21,334.33
M-0079,2024-05,1048,20486.82,30,335.88
M-0079,2024-06,1085,21638.8,22,353.75
M-0079,2024-07,1322,25973.08,20,413.68
M-0079,2024-08,1286,25102.71,27,419.3
M-0079,2024-09,1114,21258.53,26,337.2
M-0079,2024-10,1110,20866.85,17,340.19
M-0079,2024-11,1360,24299.43,21,404.33
M-0079,2024-12,1583,30998.93,36,506.53
M-0079,2025-01,872,16834.02,16,267.99
M-0079,2025-02,1123,22190.78,14,344.38
M-0079,2025-03,1047,22105.24,31,370.51
M-0079,2025-04,1232,23969.81,27,368.94
M-0079,2025-05,1248,21949.28,31,359.22
M-0079,2025-06,1141,21224.52,22,348.25
M-0079,2025-07,1292,26468.55,32,419.91
M-0079,2025-08,1470,27179.85,31,438.12
M-0079,2025-09,1162,23315.28,30,369.79
M-0079,2025-10,1383,24797.47,35,408.35
M-0079,2025-11,1566,27726.65,37,447.75
M-0079,2025-12,1771,33016.08,45,531.25
M-0079,2026-01,1074,21199.89,15,336.28
M-0079,2026-02,1353,24842.3,40,406.88
M-0079,2026-03,1197,23855.57,20,389.38
M-0079,2026-04,1164,24798.53,27,407.89
M-0079,2026-05,1236,23663.33,35,394.91
M-0079,2026-06,1214,23314.28,33,393.5
M-0080,2024-01,1503,42442.67,40,578.19
M-0080,2024-02,1971,57089.16,63,855.47
M-0080,2024-03,2149,57280.94,44,798.62
M-0080,2024-04,1829,52614.12,36,715.85
M-0080,2024-05,2048,60514.87,53,823.6
M-0080,2024-06,2025,55540.12,60,792.64
M-0080,2024-07,2201,52517.82,67,762.18
M-0080,2024-08,1931,55668.91,39,776.66
M-0080,2024-09,2284,62093.41,66,888.57
M-0080,2024-10,1953,56592.42,58,799.75
M-0080,2024-11,2364,69179.62,40,961.93
M-0080,2024-12,3171,77302.59,59,1145.45
M-0080,2025-01,1832,51903.14,35,783.56
M-0080,2025-02,2058,60176.74,37,934.29
M-0080,2025-03,2204,60153.9,68,816.39
M-0080,2025-04,1999,52859.57,58,726.64
M-0080,2025-05,2247,61528.25,47,835.89
M-0080,2025-06,2013,56904.49,37,801.26
M-0080,2025-07,2273,63829.8,41,921.76
M-0080,2025-08,2901,69850.19,72,928.54
M-0080,2025-09,2521,62364.89,71,881.06
M-0080,2025-10,2195,59625.47,49,779.6
M-0080,2025-11,3254,88779.49,69,1252.2
M-0080,2025-12,2651,79653.54,54,1115.06
M-0080,2026-01,2122,56260.31,58,764.54
M-0080,2026-02,2172,63269.05,49,884.92
M-0080,2026-03,2366,58456.33,42,813.36
M-0080,2026-04,2479,62705.09,58,841.7
M-0080,2026-05,2180,66245.47,58,907.12
M-0080,2026-06,2176,67759.63,53,921.05
M-0081,2025-02,441,12046.19,14,161.08
M-0081,2025-03,621,18338.28,13,263.61
M-0081,2025-04,825,24597.87,16,336.1
M-0081,2025-05,1162,33787.9,35,479.35
M-0081,2025-06,1638,44345.53,58,625.8
M-0081,2025-07,1655,46657.12,43,663.09
M-0081,2025-08,1755,47659.56,46,622.67
M-0081,2025-09,1599,47589.78,37,682.05
M-0081,2025-10,1650,48709.58,38,725.07
M-0081,2025-11,2367,64698.24,44,852.21
M-0081,2025-12,2653,75302.9,69,1075.86
M-0081,2026-01,1456,39628.2,38,576.64
M-0081,2026-02,1901,50047.97,42,735.01
M-0081,2026-03,1767,49869.38,37,684.77
M-0081,2026-04,1987,50757.92,35,739.47
M-0081,2026-05,1767,50399.67,45,710.54
M-0081,2026-06,1740,50514.89,51,720.47
M-0082,2024-01,684,52552.46,8,655.37
M-0082,2024-02,501,46556.86,15,550.49
M-0082,2024-03,495,43732.97,5,504.84
M-0082,2024-04,584,45528.42,7,519.67
M-0082,2024-05,542,47622.25,12,559.66
M-0082,2024-06,579,48516.46,11,601.93
M-0082,2024-07,593,49094.13,14,568.83
M-0082,2024-08,603,52530.26,9,605.15
M-0082,2024-09,512,45527.8,6,538.76
M-0082,2024-10,537,46616.56,18,535.79
M-0082,2024-11,630,54382.87,6,663.55
M-0082,2024-12,614,52243.11,13,650.12
M-0082,2025-01,586,46668.93,13,546.23
M-0082,2025-02,607,55237.32,12,664.38
M-0082,2025-03,535,48491.36,8,597.53
M-0082,2025-04,682,52083.99,7,636.08
M-0082,2025-05,669,57133.94,12,708.08
M-0082,2025-06,592,53175.38,14,645.62
M-0082,2025-07,640,49611.76,23,590.98
M-0082,2025-08,578,52807.31,12,668.6
M-0082,2025-09,663,52715.0,10,626.41
M-0082,2025-10,708,54424.77,18,636.75
M-0082,2025-11,671,55976.89,16,647.87
M-0082,2025-12,666,57915.09,12,724.24
M-0082,2026-01,637,52916.54,21,632.18
M-0082,2026-02,654,59300.93,12,726.53
M-0082,2026-03,697,63273.14,9,724.71
M-0082,2026-04,644,59537.24,12,715.52
M-0082,2026-05,678,59139.16,8,740.4
M-0082,2026-06,829,64789.07,8,781.68
M-0083,2024-08,1005,26424.04,28,359.4
M-0083,2024-09,1672,45257.06,37,624.91
M-0083,2024-10,2029,56088.59,47,752.93
M-0083,2024-11,3262,88303.8,83,1256.34
M-0083,2024-12,4758,127361.75,134,1778.4
M-0083,2025-01,3338,90011.48,72,1244.44
M-0083,2025-02,3347,103234.2,82,1450.58
M-0083,2025-03,4011,105022.64,110,1507.93
M-0083,2025-04,3610,109334.23,80,1506.1
M-0083,2025-05,4468,112917.92,126,1640.05
M-0083,2025-06,3892,108756.4,124,1474.16
M-0083,2025-07,3852,105206.3,90,1577.78
M-0083,2025-08,4588,119984.2,92,1747.1
M-0083,2025-09,3651,108637.32,111,1466.1
M-0083,2025-10,4309,112300.49,124,1441.17
M-0083,2025-11,5456,158515.51,127,2147.7
M-0083,2025-12,6817,189640.8,160,2762.92
M-0083,2026-01,3548,99171.76,76,1394.18
M-0083,2026-02,4515,129863.63,95,1836.63
M-0083,2026-03,4009,111375.99,81,1622.84
M-0083,2026-04,4710,122465.05,134,1717.85
M-0083,2026-05,4458,117110.0,95,1625.64
M-0083,2026-06,4595,131533.59,86,1870.97
M-0084,2025-03,340,9679.03,4,136.71
M-0084,2025-04,550,15308.68,12,219.73
M-0084,2025-05,660,17848.01,13,257.82
M-0084,2025-06,975,25940.27,36,352.14
M-0084,2025-07,1128,31268.08,34,436.73
M-0084,2025-08,1302,35954.66,38,474.68
M-0084,2025-09,1253,36846.36,31,515.44
M-0084,2025-10,1556,38562.09,33,514.81
M-0084,2025-11,1644,47565.82,50,678.24
M-0084,2025-12,1766,51761.15,55,809.34
M-0084,2026-01,1123,34371.13,18,487.52
M-0084,2026-02,1303,40091.84,26,579.41
M-0084,2026-03,1396,37812.55,39,525.72
M-0084,2026-04,1470,40883.56,36,583.32
M-0084,2026-05,1386,38588.47,50,528.28
M-0084,2026-06,1327,39346.61,19,562.85
M-0085,2026-05,211,6690.5,5,95.43
M-0085,2026-06,399,11747.84,5,161.0
M-0086,2026-02,227,4670.71,4,77.47
M-0086,2026-03,410,7680.33,16,122.58
M-0086,2026-04,550,10562.03,10,162.04
M-0086,2026-05,882,15230.78,13,222.91
M-0086,2026-06,931,16250.19,23,245.56
M-0087,2025-09,426,36942.59,8,466.29
M-0087,2025-10,747,59338.38,22,674.4
M-0087,2025-11,1002,85940.79,19,1096.74
M-0087,2025-12,1107,95798.01,32,1082.92
M-0087,2026-01,1543,128345.42,32,1546.57
M-0087,2026-02,1793,154027.95,32,1889.48
M-0087,2026-03,1741,142942.75,39,1780.05
M-0087,2026-04,1693,141731.1,29,1781.67
M-0087,2026-05,1676,152849.48,34,1839.15
M-0087,2026-06,1548,129881.5,36,1467.08
M-0088,2024-05,446,8379.67,9,134.39
M-0088,2024-06,659,12513.89,12,196.88
M-0088,2024-07,1019,19462.6,22,331.86
M-0088,2024-08,1364,23606.59,27,387.93
M-0088,2024-09,1387,29761.41,34,499.73
M-0088,2024-10,1818,35717.95,32,561.34
M-0088,2024-11,1665,31237.51,23,497.75
M-0088,2024-12,2613,47348.37,52,763.96
M-0088,2025-01,1610,29202.94,28,465.55
M-0088,2025-02,1760,32524.26,37,520.71
M-0088,2025-03,2018,35004.53,38,553.1
M-0088,2025-04,2149,37961.82,52,613.01
M-0088,2025-05,2018,38292.98,57,628.41
M-0088,2025-06,1565,30244.97,30,496.84
M-0088,2025-07,2360,44420.92,57,701.31
M-0088,2025-08,1890,37810.5,34,594.21
M-0088,2025-09,1982,37026.15,53,584.65
M-0088,2025-10,2062,37550.81,45,586.39
M-0088,2025-11,2107,39285.1,45,638.91
M-0088,2025-12,2865,53416.2,47,852.64
M-0088,2026-01,1673,31276.45,42,496.95
M-0088,2026-02,2057,41180.34,38,652.54
M-0088,2026-03,1943,37690.79,33,628.95
M-0088,2026-04,1956,37681.77,46,587.87
M-0088,2026-05,2094,40035.85,49,629.73
M-0088,2026-06,2237,41174.99,58,679.81
M-0089,2024-01,105,26590.59,4,293.25
M-0089,2024-02,109,25264.88,3,282.51
M-0089,2024-03,168,40320.27,6,440.5
M-0089,2024-04,164,38645.72,7,418.86
M-0089,2024-05,157,40509.88,3,464.55
M-0089,2024-06,190,46974.65,7,514.82
M-0089,2024-07,262,63930.83,7,739.2
M-0089,2024-08,254,56177.11,9,609.88
M-0089,2024-09,176,40827.34,8,461.47
M-0089,2024-10,178,40594.79,8,429.89
M-0089,2024-11,184,41642.31,2,440.7
M-0089,2024-12,115,29492.47,12,317.72
M-0089,2025-01,101,23340.17,7,255.13
M-0089,2025-02,82,19557.22,5,215.48
M-0089,2025-03,85,18825.81,10,209.39
M-0090,2024-03,282,5711.8,12,91.28
M-0090,2024-04,491,9067.0,12,142.09
M-0090,2024-05,642,12099.02,18,192.54
M-0090,2024-06,838,16337.35,15,254.98
M-0090,2024-07,1257,24714.96,34,392.23
M-0090,2024-08,1229,22515.58,34,361.33
M-0090,2024-09,1321,26034.9,43,400.44
M-0090,2024-10,1281,23803.92,31,364.49
M-0090,2024-11,1406,25029.55,51,405.75
M-0090,2024-12,1529,30329.63,32,469.86
M-0090,2025-01,1031,19346.74,24,309.36
M-0090,2025-02,1199,22628.03,48,362.4
M-0090,2025-03,1208,21797.7,47,355.85
M-0090,2025-04,1124,19558.81,55,309.5
M-0090,2025-05,803,15383.59,54,242.62
M-0090,2025-06,663,12473.42,41,206.46
M-0091,2025-02,166,15218.83,3,176.62
M-0091,2025-03,281,23700.97,12,282.04
M-0091,2025-04,364,33093.35,12,384.48
M-0091,2025-05,506,43532.12,9,516.44
M-0091,2025-06,641,52996.08,13,647.22
M-0091,2025-07,708,60804.47,13,748.41
M-0091,2025-08,844,67869.57,23,842.82
M-0091,2025-09,837,66017.77,13,780.58
M-0091,2025-10,810,67888.55,11,830.65
M-0091,2025-11,785,62474.28,20,744.96
M-0091,2025-12,813,66384.64,21,765.9
M-0091,2026-01,753,66990.29,20,788.21
M-0091,2026-02,877,67013.84,10,819.35
M-0091,2026-03,688,60446.07,9,711.92
M-0091,2026-04,899,73267.05,13,851.02
M-0091,2026-05,689,62167.05,15,789.61
M-0091,2026-06,799,70656.1,21,828.94
M-0092,2025-01,48,11624.76,4,125.11
M-0092,2025-02,94,23709.5,1,261.71
M-0092,2025-03,167,38682.3,5,425.36
M-0092,2025-04,217,52983.3,9,572.38
M-0092,2025-05,217,55493.11,4,624.32
M-0092,2025-06,415,102070.51,18,1094.01
M-0092,2025-07,496,120641.92,20,1312.19
M-0092,2025-08,471,102398.46,15,1111.5
M-0092,2025-09,315,77994.92,17,872.84
M-0092,2025-10,298,72533.27,9,811.5
M-0092,2025-11,381,87186.71,20,959.65
M-0092,2025-12,360,88071.05,12,987.13
M-0092,2026-01,217,56149.39,5,580.52
M-0092,2026-02,269,60789.17,9,659.28
